offline_id,activity_id,master_agent_id,offline_date,offline_start,offline_end,offline_category,productive_flag,approved_flag,duration_minutes,source_system
O00029641,ACT00106886,A058,2025-02-28,2025-02-28 15:04:00,2025-02-28 15:34:00,Team Meeting,1,1,30.0,SharePoint Tracker
O00029642,ACT00106890,A058,2025-02-28,2025-02-28 16:16:00,2025-02-28 16:30:00,Admin,1,1,14.0,SharePoint Tracker
O00029643,ACT00106894,A058,2025-03-02,2025-03-02 08:29:00,2025-03-02 09:06:00,Unplanned Offline,0,0,37.0,Queue Manager
O00029644,ACT00106896,A058,2025-03-02,2025-03-02 09:22:00,2025-03-02 10:06:00,Team Meeting,1,1,44.0,SharePoint Tracker
O00029645,ACT00106901,A058,2025-03-02,2025-03-02 10:58:00,2025-03-02 11:38:00,Waiting for Work,0,1,40.0,Queue Manager
O00029646,ACT00106902,A058,2025-03-02,2025-03-02 11:38:00,2025-03-02 12:00:00,Training,1,1,22.0,SharePoint Tracker
O00029647,ACT00106903,A058,2025-03-02,2025-03-02 12:00:00,2025-03-02 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029648,ACT00106905,A058,2025-03-02,2025-03-02 12:43:00,2025-03-02 12:56:00,Break,0,1,13.0,Queue Manager
O00029649,ACT00106907,A058,2025-03-02,2025-03-02 13:19:00,2025-03-02 13:52:00,Team Meeting,1,1,33.0,SharePoint Tracker
O00029650,ACT00106914,A058,2025-03-02,2025-03-02 15:40:00,2025-03-02 15:54:00,Waiting for Work,0,1,14.0,Queue Manager
O00029651,ACT00106917,A058,2025-03-02,2025-03-02 16:54:00,2025-03-02 17:00:00,Waiting for Work,0,1,6.0,Queue Manager
O00029652,ACT00106922,A058,2025-03-03,2025-03-03 08:48:00,2025-03-03 09:18:00,Email Support,1,1,30.0,Queue Manager
O00029653,ACT00106924,A058,2025-03-03,2025-03-03 09:33:00,2025-03-03 09:38:00,Waiting for Work,0,1,5.0,Queue Manager
O00029654,ACT00106926,A058,2025-03-03,2025-03-03 09:51:00,2025-03-03 10:15:00,Unplanned Offline,0,0,24.0,Queue Manager
O00029655,ACT00106933,A058,2025-03-03,2025-03-03 11:29:00,2025-03-03 12:00:00,Admin,1,1,31.0,SharePoint Tracker
O00029656,ACT00106934,A058,2025-03-03,2025-03-03 12:00:00,2025-03-03 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029657,ACT00106942,A058,2025-03-03,2025-03-03 14:25:00,2025-03-03 14:28:00,Waiting for Work,0,1,3.0,Queue Manager
O00029658,ACT00106949,A058,2025-03-03,2025-03-03 15:46:00,2025-03-03 16:06:00,Unplanned Offline,0,0,20.0,Queue Manager
O00029659,ACT00106951,A058,2025-03-03,2025-03-03 16:26:00,2025-03-03 16:39:00,Email Support,1,1,13.0,Queue Manager
O00029660,ACT00106954,A058,2025-03-04,2025-03-04 08:00:00,2025-03-04 08:19:00,Admin,1,1,19.0,SharePoint Tracker
O00029661,ACT00106955,A058,2025-03-04,2025-03-04 08:19:00,2025-03-04 08:32:00,Break,0,1,13.0,Queue Manager
O00029662,ACT00106962,A058,2025-03-04,2025-03-04 09:52:00,2025-03-04 10:05:00,Waiting for Work,0,1,13.0,Queue Manager
O00029663,ACT00106964,A058,2025-03-04,2025-03-04 10:22:00,2025-03-04 11:22:00,Email Support,1,1,60.0,Queue Manager
O00029664,ACT00106966,A058,2025-03-04,2025-03-04 11:40:00,2025-03-04 11:47:00,Waiting for Work,0,1,7.0,Queue Manager
O00029665,ACT00106969,A058,2025-03-04,2025-03-04 12:00:00,2025-03-04 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029666,ACT00106970,A058,2025-03-04,2025-03-04 12:30:00,2025-03-04 13:13:00,Email Support,1,1,43.0,Queue Manager
O00029667,ACT00106976,A058,2025-03-04,2025-03-04 14:48:00,2025-03-04 15:25:00,Training,1,1,37.0,SharePoint Tracker
O00029668,ACT00106979,A058,2025-03-04,2025-03-04 16:03:00,2025-03-04 16:16:00,Waiting for Work,0,1,13.0,Queue Manager
O00029669,ACT00106983,A058,2025-03-05,2025-03-05 08:00:00,2025-03-05 08:12:00,Admin,1,1,12.0,SharePoint Tracker
O00029670,ACT00106986,A058,2025-03-05,2025-03-05 08:35:00,2025-03-05 09:20:00,Unplanned Offline,0,0,45.0,Queue Manager
O00029671,ACT00106999,A058,2025-03-05,2025-03-05 12:00:00,2025-03-05 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029672,ACT00107001,A058,2025-03-05,2025-03-05 12:54:00,2025-03-05 13:12:00,Waiting for Work,0,1,18.0,Queue Manager
O00029673,ACT00107003,A058,2025-03-05,2025-03-05 13:28:00,2025-03-05 14:04:00,Coaching,1,1,36.0,SharePoint Tracker
O00029674,ACT00107004,A058,2025-03-05,2025-03-05 14:04:00,2025-03-05 14:18:00,Waiting for Work,0,1,14.0,Queue Manager
O00029675,ACT00107010,A058,2025-03-05,2025-03-05 15:20:00,2025-03-05 15:53:00,Waiting for Work,0,1,33.0,Queue Manager
O00029676,ACT00107012,A058,2025-03-05,2025-03-05 16:02:00,2025-03-05 16:14:00,Break,0,1,12.0,Queue Manager
O00029677,ACT00107014,A058,2025-03-05,2025-03-05 16:27:00,2025-03-05 16:45:00,Team Meeting,1,1,18.0,SharePoint Tracker
O00029678,ACT00107015,A058,2025-03-06,2025-03-06 08:00:00,2025-03-06 08:13:00,Admin,1,1,13.0,SharePoint Tracker
O00029679,ACT00107017,A058,2025-03-06,2025-03-06 08:23:00,2025-03-06 08:31:00,Waiting for Work,0,1,8.0,Queue Manager
O00029680,ACT00107020,A058,2025-03-06,2025-03-06 08:59:00,2025-03-06 09:41:00,Admin,1,1,42.0,SharePoint Tracker
O00029681,ACT00107031,A058,2025-03-06,2025-03-06 12:00:00,2025-03-06 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029682,ACT00107033,A058,2025-03-06,2025-03-06 12:44:00,2025-03-06 13:21:00,Team Meeting,1,1,37.0,SharePoint Tracker
O00029683,ACT00107034,A058,2025-03-06,2025-03-06 13:21:00,2025-03-06 13:34:00,Waiting for Work,0,1,13.0,Queue Manager
O00029684,ACT00107042,A058,2025-03-06,2025-03-06 15:20:00,2025-03-06 15:48:00,System Issue,0,1,28.0,IT Incident Log
O00029685,ACT00107053,A058,2025-03-07,2025-03-07 09:29:00,2025-03-07 09:35:00,Waiting for Work,0,1,6.0,Queue Manager
O00029686,ACT00107055,A058,2025-03-07,2025-03-07 09:53:00,2025-03-07 10:14:00,Coaching,1,1,21.0,SharePoint Tracker
O00029687,ACT00107063,A058,2025-03-07,2025-03-07 11:46:00,2025-03-07 12:00:00,Waiting for Work,0,1,14.0,Queue Manager
O00029688,ACT00107064,A058,2025-03-07,2025-03-07 12:00:00,2025-03-07 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029689,ACT00107069,A058,2025-03-07,2025-03-07 13:09:00,2025-03-07 13:33:00,Waiting for Work,0,1,24.0,Queue Manager
O00029690,ACT00107071,A058,2025-03-07,2025-03-07 13:49:00,2025-03-07 14:00:00,Waiting for Work,0,1,11.0,Queue Manager
O00029691,ACT00107080,A058,2025-03-07,2025-03-07 15:55:00,2025-03-07 16:06:00,Break,0,1,11.0,Queue Manager
O00029692,ACT00107082,A058,2025-03-07,2025-03-07 16:28:00,2025-03-07 16:54:00,Coaching,1,1,26.0,SharePoint Tracker
O00029693,ACT00107087,A058,2025-03-10,2025-03-10 08:47:00,2025-03-10 09:02:00,Waiting for Work,0,1,15.0,Queue Manager
O00029694,ACT00107091,A058,2025-03-10,2025-03-10 09:48:00,2025-03-10 10:36:00,Email Support,1,1,48.0,Queue Manager
O00029695,ACT00107096,A058,2025-03-10,2025-03-10 12:00:00,2025-03-10 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029696,ACT00107099,A058,2025-03-10,2025-03-10 13:04:00,2025-03-10 13:39:00,Waiting for Work,0,1,35.0,Queue Manager
O00029697,ACT00107101,A058,2025-03-10,2025-03-10 13:56:00,2025-03-10 14:10:00,Break,0,1,14.0,Queue Manager
O00029698,ACT00107103,A058,2025-03-10,2025-03-10 14:29:00,2025-03-10 15:18:00,Waiting for Work,0,1,49.0,Queue Manager
O00029699,ACT00107111,A058,2025-03-10,2025-03-10 16:34:00,2025-03-10 17:00:00,Waiting for Work,0,1,26.0,Queue Manager
O00029700,ACT00107112,A058,2025-03-12,2025-03-12 08:00:00,2025-03-12 08:11:00,Waiting for Work,0,1,11.0,Queue Manager
O00029701,ACT00107117,A058,2025-03-12,2025-03-12 09:17:00,2025-03-12 09:23:00,Waiting for Work,0,1,6.0,Queue Manager
O00029702,ACT00107121,A058,2025-03-12,2025-03-12 10:29:00,2025-03-12 11:28:00,Email Support,1,1,59.0,Queue Manager
O00029703,ACT00107122,A058,2025-03-12,2025-03-12 11:28:00,2025-03-12 11:47:00,System Issue,0,1,19.0,IT Incident Log
O00029704,ACT00107124,A058,2025-03-12,2025-03-12 12:00:00,2025-03-12 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029705,ACT00107126,A058,2025-03-12,2025-03-12 12:37:00,2025-03-12 13:33:00,Training,1,1,56.0,SharePoint Tracker
O00029706,ACT00107128,A058,2025-03-12,2025-03-12 13:46:00,2025-03-12 13:58:00,Break,0,1,12.0,Queue Manager
O00029707,ACT00107139,A058,2025-03-12,2025-03-12 16:10:00,2025-03-12 17:00:00,Training,1,1,50.0,SharePoint Tracker
O00029708,ACT00107140,A058,2025-03-13,2025-03-13 08:05:00,2025-03-13 08:20:00,Waiting for Work,0,1,15.0,Queue Manager
O00029709,ACT00107143,A058,2025-03-13,2025-03-13 08:58:00,2025-03-13 09:09:00,Break,0,1,11.0,Queue Manager
O00029710,ACT00107152,A058,2025-03-13,2025-03-13 11:26:00,2025-03-13 11:31:00,Waiting for Work,0,1,5.0,Queue Manager
O00029711,ACT00107153,A058,2025-03-13,2025-03-13 11:31:00,2025-03-13 11:56:00,Admin,1,1,25.0,SharePoint Tracker
O00029712,ACT00107155,A058,2025-03-13,2025-03-13 12:00:00,2025-03-13 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029713,ACT00107161,A058,2025-03-13,2025-03-13 13:46:00,2025-03-13 13:58:00,Break,0,1,12.0,Queue Manager
O00029714,ACT00107162,A058,2025-03-13,2025-03-13 13:58:00,2025-03-13 14:13:00,Break,0,1,15.0,Queue Manager
O00029715,ACT00107166,A058,2025-03-13,2025-03-13 15:29:00,2025-03-13 15:56:00,System Issue,0,1,27.0,IT Incident Log
O00029716,ACT00107167,A058,2025-03-13,2025-03-13 15:56:00,2025-03-13 16:09:00,Break,0,1,13.0,Queue Manager
O00029717,ACT00107168,A058,2025-03-13,2025-03-13 16:09:00,2025-03-13 16:37:00,Admin,1,1,28.0,SharePoint Tracker
O00029718,ACT00107171,A058,2025-03-17,2025-03-17 08:00:00,2025-03-17 08:08:00,Admin,1,1,8.0,SharePoint Tracker
O00029719,ACT00107173,A058,2025-03-17,2025-03-17 08:17:00,2025-03-17 09:07:00,Waiting for Work,0,1,50.0,Queue Manager
O00029720,ACT00107185,A058,2025-03-17,2025-03-17 11:28:00,2025-03-17 11:37:00,Waiting for Work,0,1,9.0,Queue Manager
O00029721,ACT00107186,A058,2025-03-17,2025-03-17 11:38:00,2025-03-17 11:57:00,Email Support,1,1,19.0,Queue Manager
O00029722,ACT00107188,A058,2025-03-17,2025-03-17 12:00:00,2025-03-17 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029723,ACT00107208,A058,2025-03-18,2025-03-18 08:00:00,2025-03-18 08:18:00,Admin,1,1,18.0,SharePoint Tracker
O00029724,ACT00107210,A058,2025-03-18,2025-03-18 08:32:00,2025-03-18 08:59:00,Team Meeting,1,1,27.0,SharePoint Tracker
O00029725,ACT00107213,A058,2025-03-18,2025-03-18 09:25:00,2025-03-18 09:30:00,Waiting for Work,0,1,5.0,Queue Manager
O00029726,ACT00107214,A058,2025-03-18,2025-03-18 09:30:00,2025-03-18 09:40:00,Break,0,1,10.0,Queue Manager
O00029727,ACT00107215,A058,2025-03-18,2025-03-18 09:40:00,2025-03-18 10:09:00,Team Meeting,1,1,29.0,SharePoint Tracker
O00029728,ACT00107219,A058,2025-03-18,2025-03-18 10:53:00,2025-03-18 11:54:00,System Issue,0,1,61.0,IT Incident Log
O00029729,ACT00107221,A058,2025-03-18,2025-03-18 12:00:00,2025-03-18 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029730,ACT00107229,A058,2025-03-18,2025-03-18 13:59:00,2025-03-18 14:20:00,Team Meeting,1,1,21.0,SharePoint Tracker
O00029731,ACT00107237,A058,2025-03-18,2025-03-18 16:32:00,2025-03-18 16:41:00,Waiting for Work,0,1,9.0,Queue Manager
O00029732,ACT00107247,A058,2025-03-19,2025-03-19 10:02:00,2025-03-19 10:42:00,System Issue,0,1,40.0,IT Incident Log
O00029733,ACT00107252,A058,2025-03-19,2025-03-19 12:00:00,2025-03-19 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029734,ACT00107253,A058,2025-03-19,2025-03-19 12:30:00,2025-03-19 13:00:00,System Issue,0,1,30.0,IT Incident Log
O00029735,ACT00107254,A058,2025-03-19,2025-03-19 13:02:00,2025-03-19 13:17:00,Break,0,1,15.0,Queue Manager
O00029736,ACT00107257,A058,2025-03-19,2025-03-19 13:56:00,2025-03-19 14:16:00,Team Meeting,1,1,20.0,SharePoint Tracker
O00029737,ACT00107265,A058,2025-03-19,2025-03-19 15:51:00,2025-03-19 16:02:00,Waiting for Work,0,1,11.0,Queue Manager
O00029738,ACT00107267,A058,2025-03-19,2025-03-19 16:15:00,2025-03-19 16:21:00,Waiting for Work,0,1,6.0,Queue Manager
O00029739,ACT00107276,A058,2025-03-20,2025-03-20 09:19:00,2025-03-20 10:22:00,System Issue,0,1,63.0,IT Incident Log
O00029740,ACT00107279,A058,2025-03-20,2025-03-20 10:48:00,2025-03-20 11:01:00,Break,0,1,13.0,Queue Manager
O00029741,ACT00107280,A058,2025-03-20,2025-03-20 11:01:00,2025-03-20 11:11:00,Break,0,1,10.0,Queue Manager
O00029742,ACT00107285,A058,2025-03-20,2025-03-20 12:00:00,2025-03-20 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029743,ACT00107286,A058,2025-03-20,2025-03-20 12:30:00,2025-03-20 13:38:00,System Issue,0,1,68.0,IT Incident Log
O00029744,ACT00107290,A058,2025-03-20,2025-03-20 14:36:00,2025-03-20 15:16:00,Team Meeting,1,1,40.0,SharePoint Tracker
O00029745,ACT00107293,A058,2025-03-20,2025-03-20 15:49:00,2025-03-20 15:53:00,Waiting for Work,0,1,4.0,Queue Manager
O00029746,ACT00107296,A058,2025-03-20,2025-03-20 16:23:00,2025-03-20 16:47:00,Coaching,1,1,24.0,SharePoint Tracker
O00029747,ACT00107300,A058,2025-03-21,2025-03-21 08:20:00,2025-03-21 08:28:00,Waiting for Work,0,1,8.0,Queue Manager
O00029748,ACT00107302,A058,2025-03-21,2025-03-21 08:48:00,2025-03-21 09:03:00,Unplanned Offline,0,0,15.0,Queue Manager
O00029749,ACT00107303,A058,2025-03-21,2025-03-21 09:03:00,2025-03-21 09:53:00,Email Support,1,1,50.0,Queue Manager
O00029750,ACT00107307,A058,2025-03-21,2025-03-21 10:27:00,2025-03-21 11:12:00,Coaching,1,1,45.0,SharePoint Tracker
O00029751,ACT00107311,A058,2025-03-21,2025-03-21 12:00:00,2025-03-21 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029752,ACT00107315,A058,2025-03-21,2025-03-21 13:15:00,2025-03-21 13:51:00,Email Support,1,1,36.0,Queue Manager
O00029753,ACT00107328,A058,2025-03-21,2025-03-21 16:28:00,2025-03-21 16:35:00,Waiting for Work,0,1,7.0,Queue Manager
O00029754,ACT00107330,A058,2025-03-22,2025-03-22 08:05:00,2025-03-22 08:52:00,System Issue,0,1,47.0,IT Incident Log
O00029755,ACT00107339,A058,2025-03-22,2025-03-22 10:52:00,2025-03-22 11:30:00,Admin,1,1,38.0,SharePoint Tracker
O00029756,ACT00107342,A058,2025-03-22,2025-03-22 12:00:00,2025-03-22 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029757,ACT00107345,A058,2025-03-22,2025-03-22 13:00:00,2025-03-22 13:35:00,Admin,1,1,35.0,SharePoint Tracker
O00029758,ACT00107350,A058,2025-03-22,2025-03-22 14:30:00,2025-03-22 14:35:00,Waiting for Work,0,1,5.0,Queue Manager
O00029759,ACT00107356,A058,2025-03-22,2025-03-22 16:10:00,2025-03-22 16:23:00,Break,0,1,13.0,Queue Manager
O00029760,ACT00107359,A058,2025-03-24,2025-03-24 08:00:00,2025-03-24 08:17:00,Admin,1,1,17.0,SharePoint Tracker
O00029761,ACT00107376,A058,2025-03-24,2025-03-24 12:00:00,2025-03-24 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029762,ACT00107386,A058,2025-03-24,2025-03-24 15:33:00,2025-03-24 15:41:00,Waiting for Work,0,1,8.0,Queue Manager
O00029763,ACT00107389,A058,2025-03-24,2025-03-24 16:14:00,2025-03-24 17:00:00,Training,1,1,46.0,SharePoint Tracker
O00029764,ACT00107392,A058,2025-03-25,2025-03-25 08:31:00,2025-03-25 08:45:00,Break,0,1,14.0,Queue Manager
O00029765,ACT00107394,A058,2025-03-25,2025-03-25 09:03:00,2025-03-25 09:52:00,Waiting for Work,0,1,49.0,Queue Manager
O00029766,ACT00107395,A058,2025-03-25,2025-03-25 09:52:00,2025-03-25 10:42:00,System Issue,0,1,50.0,IT Incident Log
O00029767,ACT00107397,A058,2025-03-25,2025-03-25 11:04:00,2025-03-25 11:19:00,Break,0,1,15.0,Queue Manager
O00029768,ACT00107399,A058,2025-03-25,2025-03-25 11:36:00,2025-03-25 12:00:00,Waiting for Work,0,1,24.0,Queue Manager
O00029769,ACT00107400,A058,2025-03-25,2025-03-25 12:00:00,2025-03-25 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029770,ACT00107408,A058,2025-03-25,2025-03-25 14:19:00,2025-03-25 14:31:00,Waiting for Work,0,1,12.0,Queue Manager
O00029771,ACT00107415,A058,2025-03-25,2025-03-25 16:35:00,2025-03-25 16:43:00,Waiting for Work,0,1,8.0,Queue Manager
O00029772,ACT00107421,A058,2025-03-26,2025-03-26 08:38:00,2025-03-26 09:00:00,Admin,1,1,22.0,SharePoint Tracker
O00029773,ACT00107426,A058,2025-03-26,2025-03-26 09:55:00,2025-03-26 10:10:00,Waiting for Work,0,1,15.0,Queue Manager
O00029774,ACT00107435,A058,2025-03-26,2025-03-26 12:00:00,2025-03-26 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029775,ACT00107448,A058,2025-03-26,2025-03-26 15:32:00,2025-03-26 15:47:00,Team Meeting,1,1,15.0,SharePoint Tracker
O00029776,ACT00107457,A058,2025-03-27,2025-03-27 08:45:00,2025-03-27 09:00:00,Email Support,1,1,15.0,Queue Manager
O00029777,ACT00107460,A058,2025-03-27,2025-03-27 09:34:00,2025-03-27 09:48:00,Break,0,1,14.0,Queue Manager
O00029778,ACT00107469,A058,2025-03-27,2025-03-27 11:50:00,2025-03-27 12:00:00,Waiting for Work,0,1,10.0,Queue Manager
O00029779,ACT00107470,A058,2025-03-27,2025-03-27 12:00:00,2025-03-27 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029780,ACT00107480,A058,2025-03-27,2025-03-27 14:22:00,2025-03-27 14:35:00,Waiting for Work,0,1,13.0,Queue Manager
O00029781,ACT00107481,A058,2025-03-27,2025-03-27 14:35:00,2025-03-27 15:12:00,Unplanned Offline,0,0,37.0,Queue Manager
O00029782,ACT00107482,A058,2025-03-27,2025-03-27 15:12:00,2025-03-27 15:34:00,Coaching,1,1,22.0,SharePoint Tracker
O00029783,ACT00107485,A058,2025-03-27,2025-03-27 16:19:00,2025-03-27 16:22:00,Waiting for Work,0,1,3.0,Queue Manager
O00029784,ACT00107486,A058,2025-03-27,2025-03-27 16:22:00,2025-03-27 16:26:00,Waiting for Work,0,1,4.0,Queue Manager
O00029785,ACT00107490,A058,2025-03-28,2025-03-28 08:00:00,2025-03-28 08:16:00,Admin,1,1,16.0,SharePoint Tracker
O00029786,ACT00107491,A058,2025-03-28,2025-03-28 08:16:00,2025-03-28 08:18:00,Waiting for Work,0,1,2.0,Queue Manager
O00029787,ACT00107504,A058,2025-03-28,2025-03-28 11:42:00,2025-03-28 12:00:00,System Issue,0,1,18.0,IT Incident Log
O00029788,ACT00107505,A058,2025-03-28,2025-03-28 12:00:00,2025-03-28 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029789,ACT00107506,A058,2025-03-28,2025-03-28 12:30:00,2025-03-28 13:18:00,Waiting for Work,0,1,48.0,Queue Manager
O00029790,ACT00107510,A058,2025-03-28,2025-03-28 13:59:00,2025-03-28 14:22:00,Email Support,1,1,23.0,Queue Manager
O00029791,ACT00107518,A058,2025-03-28,2025-03-28 16:20:00,2025-03-28 16:41:00,Unplanned Offline,0,0,21.0,Queue Manager
O00029792,ACT00107519,A058,2025-03-28,2025-03-28 16:41:00,2025-03-28 16:50:00,Waiting for Work,0,1,9.0,Queue Manager
O00029793,ACT00107520,A058,2025-03-28,2025-03-28 16:50:00,2025-03-28 17:00:00,Waiting for Work,0,1,10.0,Queue Manager
O00029794,ACT00107521,A058,2025-03-31,2025-03-31 08:00:00,2025-03-31 08:41:00,Coaching,1,1,41.0,SharePoint Tracker
O00029795,ACT00107529,A058,2025-03-31,2025-03-31 10:54:00,2025-03-31 12:00:00,Training,1,1,66.0,SharePoint Tracker
O00029796,ACT00107530,A058,2025-03-31,2025-03-31 12:00:00,2025-03-31 12:30:00,Lunch,0,1,30.0,Queue Manager
O00029797,ACT00107531,A058,2025-03-31,2025-03-31 12:30:00,2025-03-31 13:50:00,Training,1,1,80.0,SharePoint Tracker
O00029798,ACT00107536,A058,2025-03-31,2025-03-31 14:51:00,2025-03-31 15:02:00,Unplanned Offline,0,0,11.0,Queue Manager
O00029799,ACT00107544,A059,2025-01-01,2025-01-01 09:00:00,2025-01-01 09:11:00,Admin,1,1,11.0,SharePoint Tracker
O00029800,ACT00107546,A059,2025-01-01,2025-01-01 09:21:00,2025-01-01 09:30:00,Waiting for Work,0,1,9.0,Queue Manager
O00029801,ACT00107548,A059,2025-01-01,2025-01-01 09:44:00,2025-01-01 10:09:00,Email Support,1,1,25.0,Queue Manager
O00029802,ACT00107552,A059,2025-01-01,2025-01-01 11:11:00,2025-01-01 11:26:00,Waiting for Work,0,1,15.0,Queue Manager
O00029803,ACT00107554,A059,2025-01-01,2025-01-01 11:40:00,2025-01-01 11:43:00,Waiting for Work,0,1,3.0,Queue Manager
O00029804,ACT00107560,A059,2025-01-01,2025-01-01 13:00:00,2025-01-01 13:30:00,Lunch,0,1,30.0,Queue Manager
O00029805,ACT00107564,A059,2025-01-01,2025-01-01 14:12:00,2025-01-01 15:04:00,Email Support,1,1,52.0,Queue Manager
O00029806,ACT00107568,A059,2025-01-01,2025-01-01 15:38:00,2025-01-01 15:52:00,Waiting for Work,0,1,14.0,Queue Manager
O00029807,ACT00107569,A059,2025-01-01,2025-01-01 15:52:00,2025-01-01 16:37:00,System Issue,0,1,45.0,IT Incident Log
O00029808,ACT00107575,A059,2025-01-02,2025-01-02 09:00:00,2025-01-02 09:08:00,Admin,1,1,8.0,SharePoint Tracker
O00029809,ACT00107589,A059,2025-01-02,2025-01-02 13:00:00,2025-01-02 13:30:00,Lunch,0,1,30.0,Queue Manager
O00029810,ACT00107600,A059,2025-01-02,2025-01-02 15:50:00,2025-01-02 15:55:00,Unplanned Offline,0,0,5.0,Queue Manager
O00029811,ACT00107606,A059,2025-01-02,2025-01-02 17:17:00,2025-01-02 17:37:00,Admin,1,1,20.0,SharePoint Tracker
O00029812,ACT00107607,A059,2025-01-02,2025-01-02 17:37:00,2025-01-02 17:45:00,Waiting for Work,0,1,8.0,Queue Manager
O00029813,ACT00107610,A059,2025-01-03,2025-01-03 09:00:00,2025-01-03 09:15:00,Admin,1,1,15.0,SharePoint Tracker
O00029814,ACT00107613,A059,2025-01-03,2025-01-03 09:44:00,2025-01-03 10:37:00,System Issue,0,1,53.0,IT Incident Log
O00029815,ACT00107618,A059,2025-01-03,2025-01-03 11:55:00,2025-01-03 12:28:00,Training,1,1,33.0,SharePoint Tracker
O00029816,ACT00107622,A059,2025-01-03,2025-01-03 13:00:00,2025-01-03 13:30:00,Lunch,0,1,30.0,Queue Manager
O00029817,ACT00107624,A059,2025-01-03,2025-01-03 13:43:00,2025-01-03 13:53:00,Waiting for Work,0,1,10.0,Queue Manager
O00029818,ACT00107628,A059,2025-01-03,2025-01-03 15:15:00,2025-01-03 15:26:00,Break,0,1,11.0,Queue Manager
O00029819,ACT00107632,A059,2025-01-03,2025-01-03 16:18:00,2025-01-03 17:17:00,Team Meeting,1,1,59.0,SharePoint Tracker
O00029820,ACT00107646,A059,2025-01-05,2025-01-05 11:49:00,2025-01-05 12:28:00,Waiting for Work,0,1,39.0,Queue Manager
O00029821,ACT00107648,A059,2025-01-05,2025-01-05 12:37:00,2025-01-05 13:00:00,Training,1,1,23.0,SharePoint Tracker
O00029822,ACT00107649,A059,2025-01-05,2025-01-05 13:00:00,2025-01-05 13:30:00,Lunch,0,1,30.0,Queue Manager
O00029823,ACT00107653,A059,2025-01-05,2025-01-05 14:45:00,2025-01-05 15:46:00,System Issue,0,1,61.0,IT Incident Log
O00029824,ACT00107664,A059,2025-01-05,2025-01-05 17:59:00,2025-01-05 18:00:00,Waiting for Work,0,1,1.0,Queue Manager
O00029825,ACT00107665,A059,2025-01-06,2025-01-06 09:00:00,2025-01-06 09:41:00,System Issue,0,1,41.0,IT Incident Log
O00029826,ACT00107674,A059,2025-01-06,2025-01-06 11:54:00,2025-01-06 12:25:00,Waiting for Work,0,1,31.0,Queue Manager
O00029827,ACT00107678,A059,2025-01-06,2025-01-06 13:00:00,2025-01-06 13:30:00,Lunch,0,1,30.0,Queue Manager
O00029828,ACT00107683,A059,2025-01-06,2025-01-06 14:28:00,2025-01-06 15:03:00,Training,1,1,35.0,SharePoint Tracker
O00029829,ACT00107685,A059,2025-01-06,2025-01-06 15:14:00,2025-01-06 15:35:00,Admin,1,1,21.0,SharePoint Tracker
O00029830,ACT00107687,A059,2025-01-06,2025-01-06 15:56:00,2025-01-06 17:23:00,Training,1,1,87.0,SharePoint Tracker
O00029831,ACT00107690,A059,2025-01-06,2025-01-06 17:42:00,2025-01-06 17:54:00,Break,0,1,12.0,Queue Manager
O00029832,ACT00107691,A059,2025-01-07,2025-01-07 09:00:00,2025-01-07 09:13:00,Admin,1,1,13.0,SharePoint Tracker
O00029833,ACT00107692,A059,2025-01-07,2025-01-07 09:13:00,2025-01-07 09:53:00,Admin,1,1,40.0,SharePoint Tracker
O00029834,ACT00107696,A059,2025-01-07,2025-01-07 10:58:00,2025-01-07 11:40:00,Coaching,1,1,42.0,SharePoint Tracker
O00029835,ACT00107697,A059,2025-01-07,2025-01-07 11:40:00,2025-01-07 11:55:00,Waiting for Work,0,1,15.0,Queue Manager
O00029836,ACT00107700,A059,2025-01-07,2025-01-07 12:19:00,2025-01-07 12:54:00,Admin,1,1,35.0,SharePoint Tracker
O00029837,ACT00107701,A059,2025-01-07,2025-01-07 12:54:00,2025-01-07 13:00:00,Break,0,1,6.0,Queue Manager
O00029838,ACT00107702,A059,2025-01-07,2025-01-07 13:00:00,2025-01-07 13:30:00,Lunch,0,1,30.0,Queue Manager
O00029839,ACT00107704,A059,2025-01-07,2025-01-07 13:58:00,2025-01-07 14:36:00,Coaching,1,1,38.0,SharePoint Tracker
O00029840,ACT00107705,A059,2025-01-07,2025-01-07 14:36:00,2025-01-07 15:01:00,Admin,1,1,25.0,SharePoint Tracker
