qa_id,call_id,master_agent_id,review_date,qa_score,compliance_score,empathy_score,documentation_score,qa_pass_flag
Q00005199,C00039944,A037,2025-02-07,88.8,86.5,89.4,84.1,1
Q00005200,C00026774,A025,2025-04-05,89.7,88.7,70.1,91.9,1
Q00005201,C00038371,A035,2025-04-01,91.6,84.4,94.0,94.3,1
Q00005202,C00031730,A030,2025-01-23,67.7,65.1,76.2,74.1,0
Q00005203,C00022309,A022,2025-01-09,95.9,97.0,93.6,100.0,1
Q00005204,C00014169,A014,2025-02-13,81.0,88.4,80.1,75.6,1
Q00005205,C00012174,A012,2025-01-30,95.2,100.0,94.1,99.2,1
Q00005206,C00051859,A048,2025-03-30,90.8,84.7,88.7,100.0,1
Q00005207,C00006212,A007,2025-01-05,86.6,89.5,91.3,98.9,1
Q00005208,C00078747,A073,2025-01-26,89.4,85.9,88.4,88.5,1
Q00005209,C00076768,A071,2025-02-27,82.7,86.6,88.1,95.4,1
Q00005210,C00057669,A054,2025-01-13,82.7,78.9,86.3,82.8,1
Q00005211,C00047640,A044,2025-02-08,80.8,86.8,83.2,80.3,1
Q00005212,C00054979,A051,2025-02-07,99.2,100.0,92.2,100.0,1
Q00005213,C00049564,A046,2025-02-08,87.1,81.2,89.4,98.1,1
Q00005214,C00052860,A049,2025-03-09,84.5,84.2,70.7,83.4,1
Q00005215,C00039978,A037,2025-02-12,89.9,90.7,97.2,89.1,1
Q00005216,C00020729,A020,2025-03-25,87.9,81.0,85.5,85.0,1
Q00005217,C00052267,A049,2025-01-30,99.6,100.0,92.3,94.8,1
Q00005218,C00074940,A070,2025-01-18,97.7,100.0,89.5,82.2,1
Q00005219,C00054777,A051,2025-01-20,100.0,100.0,100.0,100.0,1
Q00005220,C00058733,A055,2025-01-22,79.2,75.4,84.2,76.0,0
Q00005221,C00024573,A023,2025-03-18,87.8,86.4,96.2,87.0,1
Q00005222,C00010694,A010,2025-03-17,84.1,84.0,88.9,97.8,1
Q00005223,C00026603,A025,2025-03-23,77.9,79.8,73.4,87.3,0
Q00005224,C00056745,A053,2025-01-14,83.3,87.1,75.5,87.5,1
Q00005225,C00062866,A059,2025-01-24,86.9,82.3,89.5,87.0,1
Q00005226,C00036291,A034,2025-01-28,74.3,73.6,81.3,73.1,0
Q00005227,C00072514,A068,2025-01-03,87.5,90.6,92.5,85.9,1
Q00005228,C00072029,A067,2025-02-18,87.1,81.2,85.5,90.4,1
Q00005229,C00060923,A057,2025-02-10,90.3,93.8,98.4,80.7,1
Q00005230,C00020021,A020,2025-01-24,97.2,97.8,91.1,93.4,1
Q00005231,C00071017,A066,2025-02-28,89.4,89.8,95.8,83.1,1
Q00005232,C00037397,A035,2025-01-23,80.8,83.7,86.1,82.9,1
Q00005233,C00053213,A049,2025-04-03,100.0,100.0,100.0,100.0,1
Q00005234,C00071405,A066,2025-03-22,77.4,77.8,85.1,82.0,0
Q00005235,C00045749,A042,2025-03-03,89.2,88.9,85.4,99.6,1
Q00005236,C00045760,A042,2025-03-03,70.3,64.3,74.1,76.4,0
Q00005237,C00033450,A031,2025-03-13,85.2,88.6,81.7,84.2,1
Q00005238,C00079472,A073,2025-03-23,94.7,95.4,100.0,95.1,1
Q00005239,C00059888,A056,2025-02-03,85.1,91.4,81.5,91.5,1
Q00005240,C00041732,A038,2025-03-17,75.7,70.6,81.0,68.2,0
Q00005241,C00079521,A073,2025-03-19,88.1,88.5,96.5,88.6,1
Q00005242,C00041687,A038,2025-03-17,87.8,85.1,92.5,100.0,1
Q00005243,C00061038,A057,2025-03-05,81.3,81.5,79.8,80.3,1
Q00005244,C00076506,A071,2025-02-13,84.1,85.1,88.4,89.9,1
Q00005245,C00044286,A041,2025-01-18,81.7,73.7,80.3,77.4,0
Q00005246,C00011752,A011,2025-03-18,79.6,85.8,88.6,76.4,0
Q00005247,C00063858,A060,2025-01-25,95.0,98.7,96.8,90.5,1
Q00005248,C00069569,A065,2025-01-15,77.8,83.7,72.5,82.9,0
Q00005249,C00023836,A023,2025-01-20,100.0,100.0,100.0,100.0,1
Q00005250,C00005006,A005,2025-03-23,78.4,80.8,78.5,78.6,0
Q00005251,C00032537,A031,2025-01-14,89.6,83.8,88.9,92.7,1
Q00005252,C00009431,A009,2025-03-08,82.8,74.9,77.0,81.5,0
Q00005253,C00047002,A043,2025-03-13,91.7,91.2,86.5,100.0,1
Q00005254,C00046555,A043,2025-02-09,81.0,77.6,72.0,96.4,1
Q00005255,C00040606,A038,2025-01-09,87.7,91.2,85.6,88.1,1
Q00005256,C00056284,A052,2025-02-27,77.5,79.7,84.6,60.2,0
Q00005257,C00047721,A044,2025-02-14,93.1,91.1,90.5,90.5,1
Q00005258,C00024774,A023,2025-04-02,98.4,100.0,96.3,100.0,1
Q00005259,C00057356,A053,2025-03-15,90.5,92.1,83.4,69.6,1
Q00005260,C00065090,A061,2025-01-25,82.4,72.7,73.3,67.1,0
Q00005261,C00015767,A016,2025-01-18,67.4,70.4,64.8,63.3,0
Q00005262,C00074108,A069,2025-02-02,79.0,76.5,73.8,82.8,0
Q00005263,C00007784,A008,2025-01-25,72.3,67.1,78.9,97.8,0
Q00005264,C00005074,A005,2025-03-24,78.1,84.0,80.5,73.4,0
Q00005265,C00047740,A044,2025-02-13,86.6,82.6,81.5,91.9,1
Q00005266,C00039571,A036,2025-03-29,94.5,93.9,100.0,89.3,1
Q00005267,C00034231,A032,2025-02-09,89.4,91.2,92.8,88.4,1
Q00005268,C00075510,A070,2025-02-28,91.6,93.6,85.7,79.9,1
Q00005269,C00006995,A007,2025-03-08,86.2,87.4,80.9,93.4,1
Q00005270,C00045645,A042,2025-02-21,94.9,99.2,98.9,100.0,1
Q00005271,C00005224,A006,2025-01-11,97.1,91.2,95.9,90.4,1
Q00005272,C00007252,A007,2025-03-25,91.1,91.1,82.1,84.0,1
Q00005273,C00017761,A018,2025-01-07,92.3,96.2,89.1,83.8,1
Q00005274,C00014474,A014,2025-03-25,87.5,92.9,96.0,81.1,1
Q00005275,C00051915,A048,2025-04-01,90.6,85.0,93.0,82.7,1
Q00005276,C00017396,A017,2025-02-28,75.5,74.4,81.6,62.9,0
Q00005277,C00062431,A058,2025-03-22,86.2,78.2,88.5,88.2,1
Q00005278,C00033977,A032,2025-01-19,83.4,78.9,89.2,79.1,1
Q00005279,C00010333,A010,2025-02-21,91.8,81.8,93.4,81.7,1
Q00005280,C00080202,A074,2025-02-14,75.9,72.0,78.3,84.9,0
Q00005281,C00020296,A020,2025-02-16,90.6,91.1,91.8,92.4,1
Q00005282,C00013184,A013,2025-02-07,82.8,80.5,81.6,90.8,1
Q00005283,C00026964,A026,2025-01-18,89.4,85.4,91.9,91.5,1
Q00005284,C00070366,A066,2025-01-09,96.9,87.6,100.0,91.3,1
Q00005285,C00061632,A058,2025-01-20,87.4,90.1,82.4,100.0,1
Q00005286,C00067852,A063,2025-03-16,90.2,90.8,95.2,97.1,1
Q00005287,C00006659,A007,2025-02-04,88.4,87.2,83.1,83.9,1
Q00005288,C00069896,A065,2025-02-23,70.3,57.7,81.6,68.6,0
Q00005289,C00036911,A034,2025-03-17,83.0,82.3,80.8,74.0,1
Q00005290,C00046879,A043,2025-02-27,92.9,95.2,88.7,89.8,1
Q00005291,C00069781,A065,2025-02-09,82.5,78.6,86.3,76.1,1
Q00005292,C00079318,A073,2025-03-08,85.7,86.1,81.4,75.2,1
Q00005293,C00071383,A066,2025-03-25,76.1,74.8,73.8,74.5,0
Q00005294,C00032521,A031,2025-01-15,87.5,88.3,86.5,92.2,1
Q00005295,C00050801,A047,2025-03-09,88.8,90.5,89.0,80.7,1
Q00005296,C00055342,A051,2025-03-19,89.4,98.1,86.0,100.0,1
Q00005297,C00005661,A006,2025-02-15,76.7,75.0,72.0,83.0,0
Q00005298,C00032611,A031,2025-01-21,95.0,96.6,98.2,100.0,1
Q00005299,C00022218,A022,2025-01-03,84.0,80.3,79.7,88.4,1
Q00005300,C00038861,A036,2025-02-10,91.1,92.0,93.9,87.4,1
Q00005301,C00070089,A065,2025-03-16,84.7,86.3,89.3,89.6,1
Q00005302,C00037524,A035,2025-02-05,97.5,100.0,99.4,100.0,1
Q00005303,C00006791,A007,2025-02-21,98.1,100.0,88.7,92.5,1
Q00005304,C00036012,A034,2025-01-08,78.4,78.8,74.8,71.1,0
Q00005305,C00048639,A045,2025-02-17,84.7,94.4,86.3,84.8,1
Q00005306,C00024640,A023,2025-03-17,99.6,100.0,100.0,92.1,1
Q00005307,C00003873,A004,2025-03-13,87.1,82.7,86.4,82.8,1
Q00005308,C00014330,A014,2025-03-10,84.3,87.8,80.0,70.7,1
Q00005309,C00069314,A064,2025-04-02,94.4,85.9,89.0,88.2,1
Q00005310,C00050697,A047,2025-03-01,95.8,100.0,98.7,100.0,1
Q00005311,C00073324,A068,2025-03-05,84.7,87.9,80.9,93.9,1
Q00005312,C00016031,A016,2025-02-11,81.1,75.9,79.7,72.1,1
Q00005313,C00020365,A020,2025-02-28,89.4,92.4,85.2,90.2,1
Q00005314,C00056291,A052,2025-02-28,88.3,84.6,86.2,88.4,1
Q00005315,C00045066,A041,2025-04-01,71.7,71.5,66.1,63.5,0
Q00005316,C00016568,A016,2025-03-21,100.0,93.3,100.0,87.5,1
Q00005317,C00023580,A023,2025-01-11,87.8,86.5,91.0,90.0,1
Q00005318,C00002744,A003,2025-03-01,77.1,77.4,77.2,83.2,0
Q00005319,C00043997,A040,2025-03-15,92.0,88.5,87.6,96.8,1
Q00005320,C00058371,A054,2025-03-13,95.5,92.0,86.6,100.0,1
Q00005321,C00050053,A046,2025-03-31,81.2,89.5,78.5,88.5,1
Q00005322,C00027975,A026,2025-04-03,80.8,79.6,77.9,92.6,1
Q00005323,C00070300,A065,2025-04-02,90.2,86.6,93.2,83.7,1
Q00005324,C00081673,A075,2025-02-13,85.5,86.2,84.2,91.2,1
Q00005325,C00044282,A041,2025-01-15,93.8,96.1,96.2,100.0,1
Q00005326,C00037924,A035,2025-03-06,79.5,77.1,89.3,76.6,0
Q00005327,C00056572,A052,2025-03-24,91.3,88.2,90.0,89.5,1
Q00005328,C00077545,A072,2025-01-26,83.9,80.8,75.5,79.6,1
Q00005329,C00006167,A007,2025-01-09,86.3,95.8,83.8,91.1,1
Q00005330,C00074611,A069,2025-03-23,83.5,86.1,90.3,80.3,1
Q00005331,C00059187,A055,2025-03-02,84.8,86.9,83.4,85.1,1
Q00005332,C00005744,A006,2025-02-28,77.8,83.3,77.7,78.6,0
Q00005333,C00076409,A071,2025-02-06,90.9,100.0,82.7,85.9,1
Q00005334,C00011762,A011,2025-03-19,77.0,75.2,74.4,84.3,0
Q00005335,C00010366,A010,2025-02-21,83.3,86.9,81.1,70.2,1
Q00005336,C00071362,A066,2025-03-24,77.9,72.7,80.7,81.7,0
Q00005337,C00078486,A072,2025-04-06,73.7,66.8,73.9,71.0,0
Q00005338,C00072058,A067,2025-02-25,96.6,99.7,100.0,96.9,1
Q00005339,C00017962,A018,2025-01-22,94.3,92.0,87.1,81.6,1
Q00005340,C00079212,A073,2025-02-27,85.7,85.7,83.5,77.2,1
Q00005341,C00011048,A011,2025-01-20,94.8,97.3,96.0,92.4,1
Q00005342,C00024501,A023,2025-03-14,80.1,70.9,75.1,74.4,0
Q00005343,C00027180,A026,2025-01-31,88.3,87.1,92.5,95.8,1
Q00005344,C00063037,A059,2025-02-07,89.8,82.9,86.4,88.5,1
Q00005345,C00026891,A026,2025-01-10,98.4,98.9,95.1,94.2,1
Q00005346,C00004614,A005,2025-02-18,82.9,92.3,84.8,86.7,1
Q00005347,C00024388,A023,2025-03-07,93.3,90.2,94.4,89.5,1
Q00005348,C00047769,A044,2025-02-22,78.2,77.6,80.5,70.9,0
Q00005349,C00025292,A024,2025-02-13,77.1,77.6,71.2,78.1,0
Q00005350,C00071515,A066,2025-04-05,84.0,84.8,83.4,88.9,1
Q00005351,C00002321,A003,2025-01-31,84.3,82.2,82.1,88.2,1
Q00005352,C00035809,A033,2025-03-21,87.9,86.6,90.2,100.0,1
Q00005353,C00014494,A014,2025-03-27,92.9,88.4,91.1,100.0,1
Q00005354,C00035792,A033,2025-03-16,88.6,88.7,88.2,97.7,1
Q00005355,C00024391,A023,2025-03-02,89.7,76.3,88.2,94.4,1
Q00005356,C00041789,A038,2025-03-20,73.4,73.0,73.1,64.7,0
Q00005357,C00064143,A060,2025-02-09,81.8,84.3,84.6,89.2,1
Q00005358,C00022216,A022,2025-01-09,78.3,72.5,85.2,75.1,0
Q00005359,C00058961,A055,2025-02-10,90.3,92.1,90.8,95.9,1
Q00005360,C00017294,A017,2025-02-17,75.0,79.3,69.6,74.6,0
Q00005361,C00079679,A074,2025-01-04,90.1,92.4,88.5,94.2,1
Q00005362,C00080764,A074,2025-03-15,84.8,79.6,82.6,79.3,1
Q00005363,C00043708,A040,2025-02-11,92.6,95.7,100.0,86.1,1
Q00005364,C00071342,A066,2025-03-15,84.5,82.5,94.8,61.7,1
Q00005365,C00039626,A036,2025-04-03,95.1,100.0,88.9,88.6,1
Q00005366,C00031879,A030,2025-02-08,79.8,77.6,81.1,73.9,0
Q00005367,C00035239,A033,2025-01-24,89.7,87.9,92.3,94.7,1
Q00005368,C00005267,A006,2025-01-14,97.5,92.7,96.9,99.2,1
Q00005369,C00072746,A068,2025-01-27,87.9,84.6,76.7,84.1,1
Q00005370,C00055878,A052,2025-01-30,89.0,87.3,98.6,82.4,1
Q00005371,C00044243,A041,2025-01-07,86.3,84.5,85.4,84.3,1
Q00005372,C00054651,A051,2025-01-08,77.1,81.1,72.9,69.9,0
Q00005373,C00051919,A048,2025-03-28,91.0,95.9,94.9,89.9,1
Q00005374,C00015819,A016,2025-01-31,87.3,89.8,85.1,79.5,1
Q00005375,C00071198,A066,2025-03-08,89.6,92.4,92.8,97.2,1
Q00005376,C00044692,A041,2025-02-23,87.3,93.8,80.5,90.5,1
Q00005377,C00060230,A056,2025-03-06,75.7,78.6,84.4,79.7,0
Q00005378,C00016427,A016,2025-03-10,79.7,83.2,74.1,87.0,0
Q00005379,C00031528,A030,2025-01-06,98.2,96.8,98.3,95.4,1
Q00005380,C00073086,A068,2025-02-13,90.6,85.3,95.2,96.7,1
Q00005381,C00073608,A068,2025-03-25,70.5,63.3,56.8,75.7,0
Q00005382,C00065265,A061,2025-02-11,90.3,96.5,86.4,97.9,1
Q00005383,C00018087,A018,2025-01-30,94.4,98.5,94.5,88.3,1
Q00005384,C00012451,A012,2025-02-18,88.9,89.3,79.2,98.0,1
Q00005385,C00029638,A028,2025-01-18,100.0,100.0,97.3,100.0,1
Q00005386,C00000574,A001,2025-02-28,100.0,100.0,100.0,90.5,1
Q00005387,C00012558,A012,2025-03-06,79.2,87.5,82.0,93.0,0
Q00005388,C00000821,A001,2025-03-23,89.5,82.1,89.8,94.4,1
Q00005389,C00072603,A068,2025-01-11,83.8,90.2,75.8,84.9,1
Q00005390,C00044438,A041,2025-02-01,86.1,90.5,75.1,78.7,1
Q00005391,C00027287,A026,2025-02-06,85.2,83.1,95.4,100.0,1
Q00005392,C00031935,A030,2025-02-20,87.4,83.0,84.1,88.3,1
Q00005393,C00048177,A044,2025-03-27,94.9,99.8,97.7,96.1,1
Q00005394,C00052037,A049,2025-01-12,87.2,75.4,86.9,89.6,1
Q00005395,C00013722,A013,2025-03-27,74.4,79.3,77.4,73.9,0
Q00005396,C00035045,A032,2025-04-02,87.6,94.5,87.9,84.4,1
Q00005397,C00023874,A023,2025-01-29,89.6,76.9,100.0,91.5,1
Q00005398,C00049882,A046,2025-03-14,92.6,87.3,95.4,93.4,1
Q00005399,C00052200,A049,2025-01-28,96.6,98.5,87.3,96.7,1
Q00005400,C00036984,A034,2025-03-25,95.3,89.9,99.3,93.8,1
Q00005401,C00072657,A068,2025-01-21,81.6,79.6,76.9,89.1,1
Q00005402,C00012605,A012,2025-03-07,85.7,88.7,91.0,87.3,1
Q00005403,C00007845,A008,2025-02-01,89.5,99.9,89.3,100.0,1
Q00005404,C00019039,A019,2025-01-27,94.3,94.5,100.0,88.7,1
Q00005405,C00045732,A042,2025-03-02,85.7,81.1,90.7,86.0,1
Q00005406,C00003320,A004,2025-01-10,93.3,92.1,100.0,95.9,1
Q00005407,C00058851,A055,2025-02-05,75.5,74.5,64.1,83.4,0
Q00005408,C00068220,A064,2025-01-13,93.4,95.7,86.4,86.0,1
Q00005409,C00037498,A035,2025-01-30,74.0,71.8,72.2,66.0,0
Q00005410,C00020299,A020,2025-02-19,84.4,81.3,80.2,87.3,1
Q00005411,C00052451,A049,2025-02-05,88.4,83.3,85.4,81.0,1
Q00005412,C00009554,A009,2025-03-21,80.4,89.5,84.6,75.4,1
Q00005413,C00027993,A026,2025-03-28,91.2,95.8,92.4,94.1,1
Q00005414,C00061045,A057,2025-02-27,75.8,79.6,74.2,73.6,0
Q00005415,C00054365,A050,2025-03-24,81.2,83.3,84.8,79.3,1
Q00005416,C00037038,A034,2025-03-27,84.8,82.1,80.9,89.7,1
Q00005417,C00012347,A012,2025-02-14,76.9,81.2,64.1,76.1,0
Q00005418,C00034311,A032,2025-02-14,88.2,77.7,87.1,87.4,1
Q00005419,C00028638,A027,2025-02-19,78.2,78.1,83.2,72.2,0
Q00005420,C00053086,A049,2025-03-24,91.0,94.7,91.9,82.9,1
Q00005421,C00041727,A038,2025-03-22,92.3,87.9,100.0,97.0,1
Q00005422,C00008914,A009,2025-01-18,92.4,99.5,95.6,86.3,1
Q00005423,C00067920,A063,2025-03-24,93.1,93.7,94.2,98.2,1
Q00005424,C00003586,A004,2025-02-02,96.2,93.6,91.4,88.8,1
Q00005425,C00032966,A031,2025-02-13,89.0,90.0,91.7,94.1,1
Q00005426,C00044363,A041,2025-01-26,93.1,85.8,81.3,82.9,1
Q00005427,C00050663,A047,2025-03-03,68.6,70.9,76.2,65.6,0
Q00005428,C00011200,A011,2025-02-01,94.0,94.4,83.5,91.2,1
Q00005429,C00003243,A004,2025-01-08,86.0,92.3,98.4,85.7,1
Q00005430,C00052221,A049,2025-01-24,78.9,83.4,86.1,82.6,0
Q00005431,C00025649,A024,2025-03-26,79.1,80.6,73.3,87.2,0
Q00005432,C00038374,A035,2025-04-03,86.4,81.0,82.0,91.9,1
Q00005433,C00061957,A058,2025-02-15,74.5,75.8,77.9,75.5,0
Q00005434,C00023492,A022,2025-04-02,91.1,95.4,86.2,89.7,1
Q00005435,C00037224,A035,2025-01-11,84.3,90.2,93.3,95.8,1
Q00005436,C00077827,A072,2025-02-15,93.6,85.9,95.9,82.9,1
Q00005437,C00064669,A060,2025-03-20,84.9,77.6,86.1,79.1,1
Q00005438,C00045744,A042,2025-03-07,84.2,83.9,92.7,83.9,1
Q00005439,C00076854,A071,2025-03-09,86.2,93.5,81.3,86.0,1
Q00005440,C00037332,A035,2025-01-17,75.5,79.6,74.7,74.7,0
Q00005441,C00059762,A056,2025-01-30,82.9,82.7,76.1,81.8,1
Q00005442,C00050274,A047,2025-01-20,73.6,70.8,74.8,78.9,0
Q00005443,C00023844,A023,2025-01-27,87.6,90.6,87.8,86.5,1
Q00005444,C00045829,A042,2025-03-11,90.3,91.3,92.4,95.3,1
Q00005445,C00028840,A027,2025-02-24,88.9,87.1,83.8,93.1,1
Q00005446,C00067721,A063,2025-03-14,73.7,71.3,78.7,69.7,0
Q00005447,C00054728,A051,2025-01-20,94.1,85.9,95.8,98.9,1
Q00005448,C00014842,A015,2025-01-29,81.1,89.9,75.8,83.1,1
Q00005449,C00016871,A017,2025-01-16,96.1,98.3,98.5,89.2,1
Q00005450,C00013864,A014,2025-01-13,94.7,100.0,86.5,100.0,1
Q00005451,C00065746,A061,2025-03-23,89.5,92.7,98.3,90.6,1
Q00005452,C00028179,A027,2025-01-16,85.3,91.3,83.8,85.6,1
Q00005453,C00031447,A029,2025-03-30,89.4,87.0,86.1,86.5,1
Q00005454,C00041777,A038,2025-03-21,85.2,88.5,76.7,73.4,1
Q00005455,C00008075,A008,2025-02-10,79.1,77.2,70.6,90.5,0
Q00005456,C00039527,A036,2025-03-26,94.3,96.8,100.0,84.5,1
Q00005457,C00039967,A037,2025-02-09,94.6,94.3,82.1,100.0,1
Q00005458,C00004088,A004,2025-03-29,85.1,86.5,81.3,89.4,1
Q00005459,C00072817,A068,2025-01-27,80.0,85.2,79.4,85.6,0
Q00005460,C00053462,A050,2025-01-15,89.7,97.9,86.6,99.2,1
Q00005461,C00027766,A026,2025-03-13,87.5,75.4,83.3,91.5,1
Q00005462,C00069900,A065,2025-02-22,92.0,85.7,90.6,100.0,1
Q00005463,C00001181,A002,2025-01-22,97.6,100.0,97.3,99.1,1
Q00005464,C00069205,A064,2025-03-24,86.8,90.7,78.4,86.3,1
Q00005465,C00054561,A050,2025-03-31,84.1,83.8,78.4,88.7,1
Q00005466,C00075792,A070,2025-03-22,90.2,98.4,96.3,96.3,1
Q00005467,C00028551,A027,2025-02-08,83.9,81.1,90.6,77.6,1
Q00005468,C00023884,A023,2025-01-24,88.6,89.5,86.5,78.6,1
Q00005469,C00067744,A063,2025-03-13,91.0,83.9,94.1,93.2,1
Q00005470,C00071142,A066,2025-03-07,88.6,86.9,87.3,82.7,1
Q00005471,C00034096,A032,2025-01-28,83.4,84.0,83.5,74.3,1
Q00005472,C00027184,A026,2025-02-03,86.6,82.6,82.7,89.1,1
Q00005473,C00029782,A028,2025-01-30,83.3,87.7,79.7,75.2,1
Q00005474,C00020950,A021,2025-01-11,90.4,99.9,85.0,95.5,1
Q00005475,C00003712,A004,2025-02-19,72.8,75.9,54.5,83.4,0
Q00005476,C00008899,A009,2025-01-19,77.0,79.1,77.1,72.2,0
Q00005477,C00052847,A049,2025-03-06,84.5,92.0,87.1,90.8,1
Q00005478,C00012173,A012,2025-01-26,100.0,100.0,100.0,100.0,1
Q00005479,C00018330,A018,2025-02-25,94.5,98.6,94.6,93.2,1
Q00005480,C00061580,A058,2025-01-17,86.2,89.0,73.7,80.6,1
Q00005481,C00012515,A012,2025-02-27,92.7,87.0,76.3,97.5,1
Q00005482,C00012419,A012,2025-02-15,92.5,88.0,85.7,98.7,1
Q00005483,C00026389,A025,2025-03-09,90.3,95.4,86.6,99.3,1
Q00005484,C00037176,A035,2025-01-14,79.1,81.0,78.7,81.3,0
Q00005485,C00004144,A004,2025-03-31,85.7,81.9,89.6,94.4,1
Q00005486,C00029314,A027,2025-04-03,94.1,92.3,93.2,86.7,1
Q00005487,C00036857,A034,2025-03-14,84.9,81.6,76.6,80.1,1
Q00005488,C00053659,A050,2025-01-28,89.5,91.3,87.3,95.1,1
Q00005489,C00037840,A035,2025-02-26,79.7,69.8,74.8,81.0,0
Q00005490,C00062200,A058,2025-02-28,83.3,83.4,79.7,87.1,1
Q00005491,C00060781,A057,2025-01-24,86.9,93.1,69.8,79.8,1
Q00005492,C00003636,A004,2025-02-15,91.2,85.3,89.2,79.5,1
Q00005493,C00079996,A074,2025-01-31,77.1,80.0,76.7,71.2,0
Q00005494,C00046115,A042,2025-04-02,81.5,89.3,87.3,78.1,1
Q00005495,C00002936,A003,2025-03-13,80.0,78.5,85.9,72.4,1
Q00005496,C00043494,A040,2025-01-23,91.1,93.3,100.0,91.0,1
Q00005497,C00000477,A001,2025-02-17,75.3,78.7,74.0,73.0,0
Q00005498,C00008580,A008,2025-03-16,78.4,70.2,69.6,80.3,0
Q00005499,C00045362,A042,2025-01-28,90.4,88.7,94.7,100.0,1
Q00005500,C00049789,A046,2025-03-08,87.0,85.0,97.8,80.9,1
Q00005501,C00005344,A006,2025-01-19,77.7,78.6,77.5,76.0,0
Q00005502,C00073026,A068,2025-02-10,84.3,86.5,94.4,69.5,1
Q00005503,C00031962,A030,2025-02-21,80.0,75.6,86.4,80.8,1
Q00005504,C00064852,A060,2025-03-30,92.2,93.8,100.0,92.3,1
Q00005505,C00080281,A074,2025-02-14,90.8,96.5,95.2,96.6,1
Q00005506,C00068002,A063,2025-04-03,80.6,81.0,82.0,86.4,1
Q00005507,C00074944,A070,2025-01-16,94.1,82.8,90.3,96.8,1
Q00005508,C00056942,A053,2025-01-29,93.9,97.4,96.2,95.6,1
Q00005509,C00028010,A026,2025-03-27,87.2,88.9,94.7,87.4,1
Q00005510,C00075446,A070,2025-02-27,92.1,95.5,99.0,94.9,1
Q00005511,C00074947,A070,2025-01-17,86.1,81.3,88.9,87.3,1
Q00005512,C00052771,A049,2025-03-07,72.9,67.7,73.5,66.6,0
Q00005513,C00082278,A075,2025-04-02,74.0,74.4,66.1,74.7,0
Q00005514,C00052392,A049,2025-02-04,88.3,93.1,81.1,73.9,1
Q00005515,C00028158,A027,2025-01-12,92.1,98.6,93.4,95.7,1
Q00005516,C00070684,A066,2025-02-01,90.9,85.7,100.0,100.0,1
Q00005517,C00064791,A060,2025-03-29,95.2,96.4,95.2,90.5,1
Q00005518,C00021329,A021,2025-02-10,79.6,77.0,81.5,77.5,0
Q00005519,C00040651,A038,2025-01-12,99.4,97.6,100.0,100.0,1
Q00005520,C00042959,A039,2025-03-14,80.1,79.5,89.4,79.3,1
Q00005521,C00040317,A037,2025-03-13,89.9,85.0,85.8,99.5,1
Q00005522,C00023446,A022,2025-03-28,78.3,77.1,76.5,72.8,0
Q00005523,C00014436,A014,2025-03-16,85.9,80.7,86.4,87.6,1
Q00005524,C00051854,A048,2025-03-25,81.4,82.5,76.4,89.3,1
Q00005525,C00057539,A053,2025-03-29,70.9,68.7,67.1,88.8,0
Q00005526,C00019920,A020,2025-01-20,91.9,86.4,94.3,100.0,1
Q00005527,C00039794,A037,2025-01-19,96.4,100.0,100.0,89.4,1
Q00005528,C00045394,A042,2025-02-04,90.9,92.2,87.2,90.6,1
Q00005529,C00050170,A047,2025-01-14,90.3,85.8,95.7,95.6,1
Q00005530,C00051055,A047,2025-04-05,74.3,71.3,66.5,74.6,0
Q00005531,C00031890,A030,2025-02-13,79.1,82.8,77.5,77.5,0
Q00005532,C00029882,A028,2025-02-07,89.8,91.8,74.9,97.2,1
Q00005533,C00018024,A018,2025-01-30,95.2,90.8,92.3,91.7,1
Q00005534,C00058211,A054,2025-03-03,94.8,94.4,96.6,79.0,1
Q00005535,C00044472,A041,2025-02-04,92.9,93.7,90.8,100.0,1
Q00005536,C00073882,A069,2025-01-10,96.0,95.8,83.2,93.5,1
Q00005537,C00073027,A068,2025-02-13,93.7,89.9,100.0,97.3,1
Q00005538,C00039976,A037,2025-02-05,90.3,92.0,88.7,87.9,1
Q00005539,C00003215,A003,2025-03-31,78.7,76.0,70.1,83.5,0
Q00005540,C00008547,A008,2025-03-12,86.6,87.8,91.0,82.3,1
Q00005541,C00047980,A044,2025-03-08,78.4,76.4,77.2,75.2,0
Q00005542,C00073425,A068,2025-03-13,93.6,94.2,92.1,100.0,1
Q00005543,C00038694,A036,2025-01-24,80.5,85.5,80.9,91.7,1
Q00005544,C00016232,A016,2025-02-20,92.4,96.5,85.8,91.9,1
Q00005545,C00061004,A057,2025-02-21,84.5,81.2,88.1,89.6,1
Q00005546,C00044680,A041,2025-02-25,100.0,98.6,100.0,95.6,1
Q00005547,C00005087,A005,2025-03-30,98.9,100.0,100.0,100.0,1
Q00005548,C00067244,A063,2025-02-04,94.6,98.1,100.0,90.5,1
Q00005549,C00050708,A047,2025-03-03,86.2,84.9,79.5,68.4,1
Q00005550,C00073289,A068,2025-02-28,66.9,61.7,61.5,64.1,0
Q00005551,C00059033,A055,2025-02-22,86.9,86.2,85.5,84.2,1
Q00005552,C00069481,A065,2025-01-11,93.3,96.9,88.2,89.0,1
Q00005553,C00078035,A072,2025-03-01,87.9,91.1,87.3,87.8,1
Q00005554,C00049918,A046,2025-03-20,87.2,85.6,78.9,89.0,1
Q00005555,C00076377,A071,2025-01-30,86.3,88.1,88.0,90.6,1
