case_id,activity_id,master_agent_id,case_date,case_start,case_end,case_type,case_complexity,case_turnaround_hours,case_sla_met_flag
CS00016271,ACT00116057,A063,2025-02-25,2025-02-25 16:52:00,2025-02-25 17:00:00,Prior Authorization,Low,6.2,1
CS00016272,ACT00116070,A063,2025-02-26,2025-02-26 12:30:00,2025-02-26 12:52:00,Follow Up,Low,12.5,1
CS00016273,ACT00116075,A063,2025-02-26,2025-02-26 13:39:00,2025-02-26 14:12:00,Prior Authorization,Low,6.5,1
CS00016274,ACT00116091,A063,2025-02-27,2025-02-27 09:08:00,2025-02-27 09:32:00,Appeal,Medium,25.5,1
CS00016275,ACT00116112,A063,2025-02-27,2025-02-27 14:25:00,2025-02-27 14:45:00,Appeal,Low,2.6,1
CS00016276,ACT00116121,A063,2025-02-28,2025-02-28 08:12:00,2025-02-28 08:41:00,Follow Up,Medium,21.6,1
CS00016277,ACT00116142,A063,2025-02-28,2025-02-28 15:40:00,2025-02-28 16:12:00,Documentation,Low,14.0,1
CS00016278,ACT00116147,A063,2025-03-03,2025-03-03 08:33:00,2025-03-03 08:57:00,Documentation,Low,2.1,1
CS00016279,ACT00116150,A063,2025-03-03,2025-03-03 09:23:00,2025-03-03 09:54:00,Follow Up,Medium,25.0,1
CS00016280,ACT00116162,A063,2025-03-03,2025-03-03 12:41:00,2025-03-03 13:08:00,Prior Authorization,Low,4.9,1
CS00016281,ACT00116179,A063,2025-03-03,2025-03-03 16:54:00,2025-03-03 17:00:00,Appeal,Medium,26.3,1
CS00016282,ACT00116193,A063,2025-03-04,2025-03-04 12:30:00,2025-03-04 12:40:00,Prior Authorization,Medium,31.9,0
CS00016283,ACT00116201,A063,2025-03-04,2025-03-04 14:23:00,2025-03-04 14:48:00,Eligibility,Low,7.9,0
CS00016284,ACT00116219,A063,2025-03-05,2025-03-05 10:01:00,2025-03-05 10:43:00,Eligibility,Medium,0.5,1
CS00016285,ACT00116225,A063,2025-03-05,2025-03-05 12:30:00,2025-03-05 13:04:00,Prior Authorization,Medium,29.6,1
CS00016286,ACT00116237,A063,2025-03-06,2025-03-06 08:17:00,2025-03-06 09:02:00,Prior Authorization,Low,7.1,0
CS00016287,ACT00116268,A063,2025-03-07,2025-03-07 08:11:00,2025-03-07 08:50:00,Documentation,Medium,13.4,1
CS00016288,ACT00116278,A063,2025-03-07,2025-03-07 11:44:00,2025-03-07 12:00:00,Follow Up,High,69.2,1
CS00016289,ACT00116286,A063,2025-03-07,2025-03-07 14:01:00,2025-03-07 14:28:00,Eligibility,Medium,28.7,1
CS00016290,ACT00116304,A063,2025-03-10,2025-03-10 10:13:00,2025-03-10 10:44:00,Eligibility,Low,5.2,1
CS00016291,ACT00116312,A063,2025-03-10,2025-03-10 12:41:00,2025-03-10 13:12:00,Prior Authorization,High,28.3,1
CS00016292,ACT00116319,A063,2025-03-10,2025-03-10 14:54:00,2025-03-10 15:07:00,Eligibility,Low,11.3,1
CS00016293,ACT00116331,A063,2025-03-11,2025-03-11 08:28:00,2025-03-11 08:38:00,Eligibility,Medium,29.8,1
CS00016294,ACT00116347,A063,2025-03-11,2025-03-11 13:05:00,2025-03-11 13:40:00,Documentation,High,14.5,1
CS00016295,ACT00116348,A063,2025-03-11,2025-03-11 13:40:00,2025-03-11 13:55:00,Eligibility,Low,1.6,1
CS00016296,ACT00116354,A063,2025-03-11,2025-03-11 15:00:00,2025-03-11 15:10:00,Eligibility,Low,4.5,1
CS00016297,ACT00116357,A063,2025-03-11,2025-03-11 15:44:00,2025-03-11 16:18:00,Follow Up,Low,8.1,1
CS00016298,ACT00116370,A063,2025-03-12,2025-03-12 10:21:00,2025-03-12 10:52:00,Prior Authorization,High,20.3,1
CS00016299,ACT00116376,A063,2025-03-12,2025-03-12 12:30:00,2025-03-12 13:08:00,Documentation,Low,11.1,0
CS00016300,ACT00116404,A063,2025-03-13,2025-03-13 11:28:00,2025-03-13 11:41:00,Appeal,Medium,17.1,1
CS00016301,ACT00116410,A063,2025-03-13,2025-03-13 12:58:00,2025-03-13 13:06:00,Follow Up,Low,13.9,1
CS00016302,ACT00116445,A063,2025-03-14,2025-03-14 14:36:00,2025-03-14 15:15:00,Eligibility,Low,13.7,1
CS00016303,ACT00116449,A063,2025-03-14,2025-03-14 15:50:00,2025-03-14 16:35:00,Eligibility,High,28.2,0
CS00016304,ACT00116452,A063,2025-03-17,2025-03-17 08:30:00,2025-03-17 09:14:00,Appeal,Low,4.7,1
CS00016305,ACT00116453,A063,2025-03-17,2025-03-17 09:14:00,2025-03-17 09:49:00,Documentation,Low,10.7,1
CS00016306,ACT00116457,A063,2025-03-17,2025-03-17 11:14:00,2025-03-17 11:28:00,Documentation,Medium,19.5,1
CS00016307,ACT00116462,A063,2025-03-17,2025-03-17 12:30:00,2025-03-17 12:47:00,Eligibility,Low,7.1,1
CS00016308,ACT00116464,A063,2025-03-17,2025-03-17 13:05:00,2025-03-17 13:43:00,Prior Authorization,Medium,9.2,1
CS00016309,ACT00116488,A063,2025-03-18,2025-03-18 11:43:00,2025-03-18 12:00:00,Eligibility,Medium,21.5,1
CS00016310,ACT00116528,A063,2025-03-19,2025-03-19 15:32:00,2025-03-19 15:49:00,Documentation,Low,4.7,1
CS00016311,ACT00116538,A063,2025-03-20,2025-03-20 08:38:00,2025-03-20 09:15:00,Appeal,Low,10.5,1
CS00016312,ACT00116542,A063,2025-03-20,2025-03-20 09:47:00,2025-03-20 10:18:00,Eligibility,Medium,18.0,1
CS00016313,ACT00116548,A063,2025-03-20,2025-03-20 12:30:00,2025-03-20 13:14:00,Eligibility,Low,7.4,1
CS00016314,ACT00116551,A063,2025-03-20,2025-03-20 14:04:00,2025-03-20 14:44:00,Eligibility,Low,9.2,1
CS00016315,ACT00116567,A063,2025-03-21,2025-03-21 09:55:00,2025-03-21 10:33:00,Documentation,High,29.6,0
CS00016316,ACT00116568,A063,2025-03-21,2025-03-21 10:33:00,2025-03-21 10:44:00,Eligibility,Low,9.7,1
CS00016317,ACT00116569,A063,2025-03-21,2025-03-21 10:44:00,2025-03-21 11:26:00,Appeal,Medium,31.7,1
CS00016318,ACT00116614,A063,2025-03-24,2025-03-24 14:27:00,2025-03-24 14:48:00,Eligibility,Medium,7.7,1
CS00016319,ACT00116615,A063,2025-03-24,2025-03-24 14:48:00,2025-03-24 15:02:00,Appeal,Low,8.3,1
CS00016320,ACT00116628,A063,2025-03-25,2025-03-25 08:49:00,2025-03-25 08:58:00,Eligibility,Medium,22.9,1
CS00016321,ACT00116632,A063,2025-03-25,2025-03-25 10:09:00,2025-03-25 10:34:00,Documentation,Low,8.3,1
CS00016322,ACT00116639,A063,2025-03-25,2025-03-25 12:30:00,2025-03-25 12:43:00,Prior Authorization,Low,5.9,1
CS00016323,ACT00116651,A063,2025-03-25,2025-03-25 15:56:00,2025-03-25 16:39:00,Eligibility,Low,7.3,1
CS00016324,ACT00116658,A063,2025-03-26,2025-03-26 10:47:00,2025-03-26 11:11:00,Appeal,Medium,19.3,1
CS00016325,ACT00116669,A063,2025-03-26,2025-03-26 14:36:00,2025-03-26 15:10:00,Documentation,Medium,30.9,1
CS00016326,ACT00116680,A063,2025-03-27,2025-03-27 09:06:00,2025-03-27 09:48:00,Follow Up,Low,6.4,1
CS00016327,ACT00116681,A063,2025-03-27,2025-03-27 09:48:00,2025-03-27 10:25:00,Documentation,Medium,28.0,1
CS00016328,ACT00116696,A063,2025-03-27,2025-03-27 14:27:00,2025-03-27 14:35:00,Follow Up,Low,4.6,0
CS00016329,ACT00116699,A063,2025-03-27,2025-03-27 15:02:00,2025-03-27 15:42:00,Follow Up,Medium,17.6,1
CS00016330,ACT00116705,A063,2025-03-28,2025-03-28 08:06:00,2025-03-28 08:25:00,Documentation,Low,6.2,1
CS00016331,ACT00116722,A063,2025-03-28,2025-03-28 13:16:00,2025-03-28 13:59:00,Eligibility,Medium,27.9,1
CS00016332,ACT00116743,A063,2025-03-30,2025-03-30 10:16:00,2025-03-30 10:38:00,Appeal,Medium,24.9,0
CS00016333,ACT00116745,A063,2025-03-30,2025-03-30 10:56:00,2025-03-30 11:24:00,Appeal,Low,10.2,1
CS00016334,ACT00116768,A063,2025-03-31,2025-03-31 08:29:00,2025-03-31 08:56:00,Appeal,Low,5.6,1
CS00016335,ACT00116783,A063,2025-03-31,2025-03-31 12:30:00,2025-03-31 12:39:00,Appeal,Low,11.6,1
CS00016336,ACT00116786,A063,2025-03-31,2025-03-31 13:13:00,2025-03-31 13:56:00,Follow Up,Low,12.6,1
CS00016337,ACT00116795,A063,2025-03-31,2025-03-31 16:51:00,2025-03-31 17:00:00,Follow Up,Medium,19.2,0
CS00016338,ACT00116800,A064,2025-01-01,2025-01-01 11:07:00,2025-01-01 11:40:00,Appeal,Low,6.5,1
CS00016339,ACT00116821,A064,2025-01-01,2025-01-01 17:48:00,2025-01-01 18:22:00,Documentation,Medium,19.3,1
CS00016340,ACT00116822,A064,2025-01-01,2025-01-01 18:22:00,2025-01-01 18:41:00,Documentation,High,51.8,1
CS00016341,ACT00116824,A064,2025-01-01,2025-01-01 18:52:00,2025-01-01 19:00:00,Eligibility,Low,9.3,1
CS00016342,ACT00116835,A064,2025-01-02,2025-01-02 12:33:00,2025-01-02 12:45:00,Eligibility,Low,0.5,1
CS00016343,ACT00116838,A064,2025-01-02,2025-01-02 13:11:00,2025-01-02 13:23:00,Prior Authorization,Low,6.7,1
CS00016344,ACT00116897,A064,2025-01-06,2025-01-06 13:36:00,2025-01-06 14:00:00,Documentation,Medium,25.7,1
CS00016345,ACT00116903,A064,2025-01-06,2025-01-06 15:36:00,2025-01-06 15:56:00,Documentation,High,44.4,1
CS00016346,ACT00116904,A064,2025-01-06,2025-01-06 15:56:00,2025-01-06 16:27:00,Prior Authorization,Low,5.9,0
CS00016347,ACT00116934,A064,2025-01-07,2025-01-07 15:20:00,2025-01-07 15:42:00,Documentation,Medium,13.9,1
CS00016348,ACT00116945,A064,2025-01-07,2025-01-07 18:37:00,2025-01-07 19:00:00,Eligibility,Medium,28.6,1
CS00016349,ACT00116949,A064,2025-01-08,2025-01-08 11:21:00,2025-01-08 11:38:00,Prior Authorization,High,47.3,1
CS00016350,ACT00116954,A064,2025-01-08,2025-01-08 12:56:00,2025-01-08 13:17:00,Appeal,Low,5.4,1
CS00016351,ACT00116970,A064,2025-01-08,2025-01-08 17:37:00,2025-01-08 18:08:00,Follow Up,Medium,30.6,1
CS00016352,ACT00117025,A064,2025-01-10,2025-01-10 17:46:00,2025-01-10 18:06:00,Eligibility,Medium,19.7,1
CS00016353,ACT00117050,A064,2025-01-12,2025-01-12 15:32:00,2025-01-12 15:52:00,Prior Authorization,Low,3.7,1
CS00016354,ACT00117061,A064,2025-01-12,2025-01-12 18:32:00,2025-01-12 18:48:00,Documentation,Medium,38.3,1
CS00016355,ACT00117077,A064,2025-01-14,2025-01-14 13:49:00,2025-01-14 14:00:00,Follow Up,Low,7.3,1
CS00016356,ACT00117083,A064,2025-01-14,2025-01-14 15:31:00,2025-01-14 15:42:00,Follow Up,High,30.8,0
CS00016357,ACT00117106,A064,2025-01-15,2025-01-15 12:01:00,2025-01-15 12:28:00,Documentation,Low,3.5,1
CS00016358,ACT00117110,A064,2025-01-15,2025-01-15 13:11:00,2025-01-15 13:19:00,Prior Authorization,Medium,13.6,1
CS00016359,ACT00117116,A064,2025-01-15,2025-01-15 14:42:00,2025-01-15 15:02:00,Documentation,Low,6.0,1
CS00016360,ACT00117117,A064,2025-01-15,2025-01-15 15:02:00,2025-01-15 15:10:00,Documentation,Low,8.0,1
CS00016361,ACT00117122,A064,2025-01-15,2025-01-15 17:15:00,2025-01-15 17:31:00,Eligibility,Medium,19.4,1
CS00016362,ACT00117127,A064,2025-01-15,2025-01-15 18:14:00,2025-01-15 18:31:00,Prior Authorization,Low,8.8,1
CS00016363,ACT00117134,A064,2025-01-16,2025-01-16 11:27:00,2025-01-16 12:00:00,Appeal,Medium,13.5,1
CS00016364,ACT00117157,A064,2025-01-16,2025-01-16 18:18:00,2025-01-16 18:58:00,Eligibility,Low,7.5,1
CS00016365,ACT00117158,A064,2025-01-16,2025-01-16 18:58:00,2025-01-16 19:00:00,Appeal,Low,8.1,0
CS00016366,ACT00117170,A064,2025-01-17,2025-01-17 13:09:00,2025-01-17 13:46:00,Appeal,High,36.7,1
CS00016367,ACT00117183,A064,2025-01-17,2025-01-17 16:59:00,2025-01-17 17:23:00,Eligibility,Low,4.9,1
CS00016368,ACT00117194,A064,2025-01-18,2025-01-18 10:58:00,2025-01-18 11:40:00,Follow Up,Low,2.8,1
CS00016369,ACT00117201,A064,2025-01-18,2025-01-18 13:07:00,2025-01-18 13:45:00,Eligibility,Medium,22.7,1
CS00016370,ACT00117207,A064,2025-01-18,2025-01-18 15:17:00,2025-01-18 15:42:00,Appeal,Medium,30.7,0
CS00016371,ACT00117230,A064,2025-01-20,2025-01-20 11:46:00,2025-01-20 12:04:00,Appeal,Medium,35.6,0
CS00016372,ACT00117248,A064,2025-01-20,2025-01-20 17:02:00,2025-01-20 17:10:00,Appeal,High,24.2,1
CS00016373,ACT00117249,A064,2025-01-20,2025-01-20 17:10:00,2025-01-20 17:46:00,Follow Up,High,20.8,1
CS00016374,ACT00117251,A064,2025-01-20,2025-01-20 18:04:00,2025-01-20 18:33:00,Prior Authorization,Low,6.0,1
CS00016375,ACT00117257,A064,2025-01-21,2025-01-21 10:46:00,2025-01-21 10:56:00,Prior Authorization,Medium,25.9,1
CS00016376,ACT00117267,A064,2025-01-21,2025-01-21 15:11:00,2025-01-21 15:50:00,Eligibility,Medium,8.5,0
CS00016377,ACT00117279,A064,2025-01-21,2025-01-21 18:50:00,2025-01-21 19:00:00,Follow Up,Medium,19.3,1
CS00016378,ACT00117280,A064,2025-01-22,2025-01-22 10:00:00,2025-01-22 10:31:00,Appeal,Low,7.0,1
CS00016379,ACT00117285,A064,2025-01-22,2025-01-22 11:16:00,2025-01-22 12:00:00,Prior Authorization,High,56.5,1
CS00016380,ACT00117317,A064,2025-01-23,2025-01-23 12:30:00,2025-01-23 13:05:00,Prior Authorization,Low,12.4,1
CS00016381,ACT00117327,A064,2025-01-23,2025-01-23 15:36:00,2025-01-23 15:44:00,Follow Up,Low,8.6,1
CS00016382,ACT00117360,A064,2025-01-24,2025-01-24 15:01:00,2025-01-24 15:45:00,Appeal,Low,9.5,1
CS00016383,ACT00117361,A064,2025-01-24,2025-01-24 15:45:00,2025-01-24 16:21:00,Documentation,High,25.4,1
CS00016384,ACT00117404,A064,2025-01-29,2025-01-29 10:40:00,2025-01-29 11:08:00,Appeal,Low,3.0,1
CS00016385,ACT00117410,A064,2025-01-29,2025-01-29 12:50:00,2025-01-29 13:08:00,Documentation,Low,4.9,1
CS00016386,ACT00117420,A064,2025-01-29,2025-01-29 15:42:00,2025-01-29 16:04:00,Prior Authorization,Medium,6.1,1
CS00016387,ACT00117432,A064,2025-01-30,2025-01-30 10:09:00,2025-01-30 10:42:00,Eligibility,Medium,20.0,1
CS00016388,ACT00117438,A064,2025-01-30,2025-01-30 12:18:00,2025-01-30 12:54:00,Eligibility,Medium,15.4,1
CS00016389,ACT00117439,A064,2025-01-30,2025-01-30 12:54:00,2025-01-30 13:29:00,Prior Authorization,Low,14.6,1
CS00016390,ACT00117479,A064,2025-01-31,2025-01-31 16:27:00,2025-01-31 16:41:00,Appeal,Medium,28.3,1
CS00016391,ACT00117486,A064,2025-01-31,2025-01-31 17:58:00,2025-01-31 18:30:00,Prior Authorization,Low,9.3,1
CS00016392,ACT00117487,A064,2025-01-31,2025-01-31 18:30:00,2025-01-31 18:53:00,Follow Up,Low,9.6,1
CS00016393,ACT00117502,A064,2025-02-02,2025-02-02 13:23:00,2025-02-02 13:41:00,Eligibility,Low,9.6,0
CS00016394,ACT00117548,A064,2025-02-04,2025-02-04 10:44:00,2025-02-04 10:56:00,Eligibility,Low,9.4,1
CS00016395,ACT00117572,A064,2025-02-04,2025-02-04 17:38:00,2025-02-04 17:47:00,Follow Up,Low,9.3,1
CS00016396,ACT00117586,A064,2025-02-05,2025-02-05 11:49:00,2025-02-05 12:11:00,Eligibility,Medium,28.3,1
CS00016397,ACT00117596,A064,2025-02-05,2025-02-05 13:48:00,2025-02-05 14:00:00,Eligibility,Medium,25.4,1
CS00016398,ACT00117610,A064,2025-02-05,2025-02-05 17:34:00,2025-02-05 17:42:00,Appeal,Low,11.8,1
CS00016399,ACT00117623,A064,2025-02-06,2025-02-06 11:31:00,2025-02-06 12:09:00,Prior Authorization,Low,10.6,1
CS00016400,ACT00117638,A064,2025-02-06,2025-02-06 16:12:00,2025-02-06 16:40:00,Documentation,Low,3.9,1
CS00016401,ACT00117643,A064,2025-02-06,2025-02-06 17:44:00,2025-02-06 17:57:00,Appeal,High,11.6,0
CS00016402,ACT00117660,A064,2025-02-07,2025-02-07 14:30:00,2025-02-07 14:47:00,Follow Up,Low,3.9,1
CS00016403,ACT00117672,A064,2025-02-07,2025-02-07 18:15:00,2025-02-07 18:41:00,Documentation,Low,9.6,1
CS00016404,ACT00117673,A064,2025-02-07,2025-02-07 18:41:00,2025-02-07 19:00:00,Documentation,Low,4.7,1
CS00016405,ACT00117675,A064,2025-02-10,2025-02-10 10:10:00,2025-02-10 10:20:00,Appeal,Low,13.7,1
CS00016406,ACT00117683,A064,2025-02-10,2025-02-10 12:34:00,2025-02-10 12:51:00,Appeal,Low,5.0,1
CS00016407,ACT00117684,A064,2025-02-10,2025-02-10 12:51:00,2025-02-10 13:27:00,Eligibility,Low,11.6,1
CS00016408,ACT00117686,A064,2025-02-10,2025-02-10 13:42:00,2025-02-10 14:00:00,Eligibility,High,23.5,0
CS00016409,ACT00117692,A064,2025-02-10,2025-02-10 15:24:00,2025-02-10 15:34:00,Documentation,Low,6.4,1
CS00016410,ACT00117708,A064,2025-02-11,2025-02-11 11:03:00,2025-02-11 11:24:00,Documentation,Low,5.6,1
CS00016411,ACT00117716,A064,2025-02-11,2025-02-11 13:54:00,2025-02-11 14:00:00,Appeal,Medium,0.5,1
CS00016412,ACT00117727,A064,2025-02-11,2025-02-11 17:39:00,2025-02-11 17:52:00,Prior Authorization,Medium,25.2,1
CS00016413,ACT00117739,A064,2025-02-12,2025-02-12 11:01:00,2025-02-12 11:35:00,Eligibility,Medium,18.6,1
CS00016414,ACT00117754,A064,2025-02-12,2025-02-12 15:32:00,2025-02-12 15:49:00,Appeal,Low,15.8,1
CS00016415,ACT00117767,A064,2025-02-12,2025-02-12 18:35:00,2025-02-12 18:47:00,Eligibility,Low,9.0,1
CS00016416,ACT00117780,A064,2025-02-13,2025-02-13 13:34:00,2025-02-13 13:59:00,Eligibility,High,26.9,0
CS00016417,ACT00117785,A064,2025-02-13,2025-02-13 14:49:00,2025-02-13 15:26:00,Documentation,Medium,24.9,1
CS00016418,ACT00117834,A064,2025-02-17,2025-02-17 13:17:00,2025-02-17 13:32:00,Eligibility,Medium,39.6,1
CS00016419,ACT00117841,A064,2025-02-17,2025-02-17 15:15:00,2025-02-17 15:56:00,Appeal,High,52.3,1
CS00016420,ACT00117863,A064,2025-02-18,2025-02-18 11:51:00,2025-02-18 12:21:00,Appeal,Medium,17.4,1
CS00016421,ACT00117881,A064,2025-02-18,2025-02-18 18:13:00,2025-02-18 18:34:00,Prior Authorization,Medium,19.1,1
CS00016422,ACT00117895,A064,2025-02-19,2025-02-19 13:52:00,2025-02-19 14:00:00,Documentation,Medium,11.8,1
CS00016423,ACT00117904,A064,2025-02-19,2025-02-19 16:06:00,2025-02-19 16:25:00,Eligibility,Medium,11.0,1
CS00016424,ACT00117920,A064,2025-02-20,2025-02-20 11:09:00,2025-02-20 11:33:00,Follow Up,Low,0.5,1
CS00016425,ACT00117928,A064,2025-02-20,2025-02-20 13:12:00,2025-02-20 13:28:00,Appeal,Low,1.0,1
CS00016426,ACT00117930,A064,2025-02-20,2025-02-20 13:42:00,2025-02-20 13:54:00,Prior Authorization,Low,16.1,1
CS00016427,ACT00117931,A064,2025-02-20,2025-02-20 13:54:00,2025-02-20 14:00:00,Follow Up,Low,10.9,1
CS00016428,ACT00117955,A064,2025-02-21,2025-02-21 11:56:00,2025-02-21 12:29:00,Eligibility,High,70.1,1
CS00016429,ACT00117956,A064,2025-02-21,2025-02-21 12:29:00,2025-02-21 13:12:00,Documentation,High,16.3,1
CS00016430,ACT00117960,A064,2025-02-21,2025-02-21 13:52:00,2025-02-21 14:00:00,Appeal,High,47.1,0
CS00016431,ACT00117994,A064,2025-02-24,2025-02-24 14:30:00,2025-02-24 14:58:00,Follow Up,Medium,20.1,1
CS00016432,ACT00118015,A064,2025-02-25,2025-02-25 11:52:00,2025-02-25 12:33:00,Eligibility,Low,13.0,1
CS00016433,ACT00118019,A064,2025-02-25,2025-02-25 13:10:00,2025-02-25 13:27:00,Prior Authorization,Low,6.6,1
CS00016434,ACT00118037,A064,2025-02-25,2025-02-25 18:14:00,2025-02-25 18:49:00,Appeal,Medium,19.4,1
CS00016435,ACT00118068,A064,2025-02-26,2025-02-26 18:10:00,2025-02-26 18:20:00,Eligibility,Low,14.8,1
CS00016436,ACT00118081,A064,2025-02-27,2025-02-27 12:45:00,2025-02-27 13:21:00,Appeal,High,33.4,1
CS00016437,ACT00118087,A064,2025-02-27,2025-02-27 15:52:00,2025-02-27 16:03:00,Follow Up,Medium,23.3,1
CS00016438,ACT00118100,A064,2025-02-28,2025-02-28 10:14:00,2025-02-28 10:50:00,Prior Authorization,Low,4.8,1
CS00016439,ACT00118102,A064,2025-02-28,2025-02-28 11:12:00,2025-02-28 11:57:00,Documentation,Low,9.0,1
CS00016440,ACT00118106,A064,2025-02-28,2025-02-28 12:47:00,2025-02-28 13:26:00,Eligibility,Medium,16.4,1
CS00016441,ACT00118192,A064,2025-03-04,2025-03-04 11:25:00,2025-03-04 12:01:00,Appeal,Medium,22.2,1
CS00016442,ACT00118203,A064,2025-03-04,2025-03-04 16:10:00,2025-03-04 16:25:00,Follow Up,High,24.4,1
CS00016443,ACT00118212,A064,2025-03-05,2025-03-05 10:34:00,2025-03-05 11:01:00,Appeal,Low,8.4,1
CS00016444,ACT00118216,A064,2025-03-05,2025-03-05 11:53:00,2025-03-05 12:15:00,Documentation,Medium,34.0,1
CS00016445,ACT00118218,A064,2025-03-05,2025-03-05 12:25:00,2025-03-05 13:03:00,Documentation,Low,9.4,1
CS00016446,ACT00118221,A064,2025-03-05,2025-03-05 13:57:00,2025-03-05 14:00:00,Prior Authorization,Low,9.9,1
CS00016447,ACT00118262,A064,2025-03-06,2025-03-06 16:44:00,2025-03-06 17:29:00,Eligibility,Low,13.9,1
CS00016448,ACT00118263,A064,2025-03-06,2025-03-06 17:29:00,2025-03-06 17:41:00,Prior Authorization,Medium,36.7,1
CS00016449,ACT00118266,A064,2025-03-06,2025-03-06 18:13:00,2025-03-06 18:44:00,Follow Up,Low,10.3,1
CS00016450,ACT00118271,A064,2025-03-07,2025-03-07 10:37:00,2025-03-07 11:16:00,Eligibility,Medium,25.5,1
CS00016451,ACT00118288,A064,2025-03-07,2025-03-07 16:35:00,2025-03-07 17:18:00,Eligibility,Medium,18.1,1
CS00016452,ACT00118315,A064,2025-03-10,2025-03-10 16:22:00,2025-03-10 17:00:00,Appeal,High,32.0,1
CS00016453,ACT00118354,A064,2025-03-11,2025-03-11 18:41:00,2025-03-11 19:00:00,Documentation,Low,13.5,1
CS00016454,ACT00118355,A064,2025-03-12,2025-03-12 10:00:00,2025-03-12 10:26:00,Appeal,Medium,14.7,0
CS00016455,ACT00118388,A064,2025-03-13,2025-03-13 10:42:00,2025-03-13 11:11:00,Documentation,High,29.0,1
CS00016456,ACT00118392,A064,2025-03-13,2025-03-13 11:51:00,2025-03-13 12:21:00,Documentation,Low,7.0,1
CS00016457,ACT00118401,A064,2025-03-13,2025-03-13 14:30:00,2025-03-13 14:52:00,Prior Authorization,High,41.8,1
CS00016458,ACT00118408,A064,2025-03-13,2025-03-13 16:18:00,2025-03-13 16:30:00,Documentation,Low,7.9,1
CS00016459,ACT00118414,A064,2025-03-13,2025-03-13 18:07:00,2025-03-13 18:34:00,Follow Up,Low,3.8,1
CS00016460,ACT00118422,A064,2025-03-14,2025-03-14 12:04:00,2025-03-14 12:28:00,Documentation,Medium,29.1,1
CS00016461,ACT00118437,A064,2025-03-14,2025-03-14 16:22:00,2025-03-14 16:55:00,Documentation,Medium,20.3,1
CS00016462,ACT00118530,A064,2025-03-19,2025-03-19 14:40:00,2025-03-19 15:19:00,Prior Authorization,Low,2.9,1
CS00016463,ACT00118541,A064,2025-03-19,2025-03-19 18:02:00,2025-03-19 18:31:00,Appeal,Medium,21.3,1
CS00016464,ACT00118556,A064,2025-03-20,2025-03-20 13:36:00,2025-03-20 14:00:00,Prior Authorization,Low,8.3,1
CS00016465,ACT00118562,A064,2025-03-20,2025-03-20 15:39:00,2025-03-20 15:55:00,Eligibility,Medium,13.6,1
CS00016466,ACT00118579,A064,2025-03-21,2025-03-21 10:58:00,2025-03-21 11:36:00,Prior Authorization,Low,0.5,1
CS00016467,ACT00118580,A064,2025-03-21,2025-03-21 11:36:00,2025-03-21 12:06:00,Eligibility,Low,11.5,1
CS00016468,ACT00118586,A064,2025-03-21,2025-03-21 14:37:00,2025-03-21 15:01:00,Documentation,Low,0.5,1
CS00016469,ACT00118600,A064,2025-03-24,2025-03-24 10:46:00,2025-03-24 11:16:00,Documentation,Low,7.7,1
CS00016470,ACT00118609,A064,2025-03-24,2025-03-24 13:10:00,2025-03-24 13:43:00,Documentation,Medium,14.0,1
CS00016471,ACT00118681,A064,2025-03-26,2025-03-26 18:08:00,2025-03-26 18:34:00,Documentation,High,22.6,1
CS00016472,ACT00118693,A064,2025-03-27,2025-03-27 11:39:00,2025-03-27 11:48:00,Prior Authorization,Medium,32.6,1
CS00016473,ACT00118726,A064,2025-03-28,2025-03-28 12:03:00,2025-03-28 12:22:00,Prior Authorization,Low,7.8,1
CS00016474,ACT00118734,A064,2025-03-28,2025-03-28 14:30:00,2025-03-28 14:42:00,Appeal,Low,8.4,1
CS00016475,ACT00118742,A064,2025-03-28,2025-03-28 16:14:00,2025-03-28 16:38:00,Follow Up,Medium,23.7,0
CS00016476,ACT00118744,A064,2025-03-28,2025-03-28 16:51:00,2025-03-28 17:33:00,Appeal,Medium,18.0,1
CS00016477,ACT00118750,A064,2025-03-28,2025-03-28 18:16:00,2025-03-28 18:58:00,Prior Authorization,Medium,13.0,1
CS00016478,ACT00118755,A064,2025-03-29,2025-03-29 10:47:00,2025-03-29 10:58:00,Appeal,Low,8.5,1
CS00016479,ACT00118761,A064,2025-03-29,2025-03-29 11:58:00,2025-03-29 12:10:00,Documentation,Low,8.9,1
CS00016480,ACT00118768,A064,2025-03-29,2025-03-29 14:30:00,2025-03-29 14:40:00,Documentation,Medium,21.6,1
CS00016481,ACT00118774,A064,2025-03-29,2025-03-29 15:37:00,2025-03-29 15:48:00,Prior Authorization,Medium,2.2,1
CS00016482,ACT00118800,A064,2025-03-31,2025-03-31 13:15:00,2025-03-31 13:44:00,Documentation,Medium,4.1,1
CS00016483,ACT00118828,A065,2025-01-01,2025-01-01 12:03:00,2025-01-01 12:11:00,Appeal,Medium,23.1,0
CS00016484,ACT00118831,A065,2025-01-01,2025-01-01 12:32:00,2025-01-01 13:12:00,Follow Up,Medium,19.1,1
CS00016485,ACT00118839,A065,2025-01-01,2025-01-01 15:36:00,2025-01-01 15:46:00,Eligibility,Medium,8.4,1
CS00016486,ACT00118848,A065,2025-01-01,2025-01-01 18:50:00,2025-01-01 19:00:00,Documentation,Low,10.3,1
CS00016487,ACT00118857,A065,2025-01-02,2025-01-02 12:55:00,2025-01-02 13:07:00,Eligibility,Medium,25.4,1
