call_id,activity_id,master_agent_id,call_date,call_start,call_end,queue,talk_seconds,hold_seconds,after_call_work_seconds,answer_speed_seconds,sla_seconds,sla_met_flag,abandoned_flag,customer_id,aht_seconds
C00079071,ACT00134482,A073,2025-02-13,2025-02-13 17:15:00,2025-02-13 17:32:00,Technical Support,758,92,170,11,180,1,0,CU0000181,1020
C00079072,ACT00134483,A073,2025-02-13,2025-02-13 17:32:00,2025-02-13 17:50:00,Claims Support,804,34,242,28,120,1,0,CU0016108,1080
C00079073,ACT00134484,A073,2025-02-13,2025-02-13 17:50:00,2025-02-13 18:08:00,Technical Support,819,52,209,39,180,1,0,CU0007666,1080
C00079074,ACT00134485,A073,2025-02-13,2025-02-13 18:08:00,2025-02-13 18:18:00,Member Services,260,150,190,288,60,0,0,CU0012837,600
C00079075,ACT00134486,A073,2025-02-13,2025-02-13 18:18:00,2025-02-13 18:31:00,Billing Support,553,24,203,76,90,1,0,CU0019540,780
C00079076,ACT00134488,A073,2025-02-13,2025-02-13 18:52:00,2025-02-13 19:00:00,Technical Support,202,27,251,6,180,1,0,CU0013257,480
C00079077,ACT00134489,A073,2025-02-14,2025-02-14 10:00:00,2025-02-14 10:26:00,Claims Support,1318,57,185,71,120,1,0,CU0015275,1560
C00079078,ACT00134490,A073,2025-02-14,2025-02-14 10:26:00,2025-02-14 10:38:00,Technical Support,519,9,192,24,180,1,0,CU0015187,720
C00079079,ACT00134491,A073,2025-02-14,2025-02-14 10:38:00,2025-02-14 10:55:00,Claims Support,737,52,231,16,120,1,0,CU0001341,1020
C00079080,ACT00134493,A073,2025-02-14,2025-02-14 11:06:00,2025-02-14 11:13:00,Member Services,190,34,196,130,60,0,0,CU0006385,420
C00079081,ACT00134497,A073,2025-02-14,2025-02-14 12:43:00,2025-02-14 13:02:00,Technical Support,1006,37,97,4,180,1,0,CU0008633,1140
C00079082,ACT00134498,A073,2025-02-14,2025-02-14 13:02:00,2025-02-14 13:22:00,Technical Support,1125,29,46,10,180,1,0,CU0017216,1200
C00079083,ACT00134499,A073,2025-02-14,2025-02-14 13:23:00,2025-02-14 13:35:00,Claims Support,439,32,249,39,120,1,0,CU0010855,720
C00079084,ACT00134500,A073,2025-02-14,2025-02-14 13:35:00,2025-02-14 13:47:00,Member Services,403,56,261,52,60,1,0,CU0018332,720
C00079085,ACT00134501,A073,2025-02-14,2025-02-14 13:47:00,2025-02-14 14:00:00,Billing Support,541,36,203,25,90,1,0,CU0019068,780
C00079086,ACT00134505,A073,2025-02-14,2025-02-14 16:15:00,2025-02-14 16:36:00,Technical Support,994,18,248,89,180,1,0,CU0011392,1260
C00079087,ACT00134506,A073,2025-02-14,2025-02-14 16:36:00,2025-02-14 16:50:00,Claims Support,612,46,182,43,120,1,0,CU0019517,840
C00079088,ACT00134507,A073,2025-02-14,2025-02-14 16:50:00,2025-02-14 17:03:00,Billing Support,540,33,207,1,90,1,0,CU0005995,780
C00079089,ACT00134509,A073,2025-02-14,2025-02-14 17:22:00,2025-02-14 17:39:00,Technical Support,824,34,162,10,180,1,0,CU0019919,1020
C00079090,ACT00134513,A073,2025-02-17,2025-02-17 10:57:00,2025-02-17 11:18:00,Technical Support,1098,7,155,39,180,1,0,CU0007239,1260
C00079091,ACT00134515,A073,2025-02-17,2025-02-17 11:38:00,2025-02-17 11:54:00,Claims Support,731,22,207,64,120,1,0,CU0003789,960
C00079092,ACT00134516,A073,2025-02-17,2025-02-17 11:54:00,2025-02-17 12:07:00,Billing Support,586,20,174,50,90,1,0,CU0019361,780
C00079093,ACT00134520,A073,2025-02-17,2025-02-17 13:38:00,2025-02-17 13:52:00,Claims Support,491,89,260,18,120,1,0,CU0001016,840
C00079094,ACT00134522,A073,2025-02-17,2025-02-17 13:59:00,2025-02-17 14:00:00,Claims Support,60,8,251,42,120,1,0,CU0017633,319
C00079095,ACT00134524,A073,2025-02-17,2025-02-17 14:30:00,2025-02-17 14:38:00,Member Services,242,26,212,66,60,0,0,CU0016979,480
C00079096,ACT00134525,A073,2025-02-17,2025-02-17 14:38:00,2025-02-17 14:50:00,Billing Support,466,15,239,57,90,1,0,CU0013816,720
C00079097,ACT00134526,A073,2025-02-17,2025-02-17 14:50:00,2025-02-17 15:10:00,Claims Support,855,196,149,281,120,0,0,CU0016382,1200
C00079098,ACT00134528,A073,2025-02-17,2025-02-17 15:26:00,2025-02-17 15:37:00,Billing Support,547,27,86,3,90,1,0,CU0018040,660
C00079099,ACT00134529,A073,2025-02-17,2025-02-17 15:37:00,2025-02-17 15:52:00,Technical Support,689,41,170,8,180,1,0,CU0006799,900
C00079100,ACT00134532,A073,2025-02-17,2025-02-17 17:14:00,2025-02-17 17:27:00,Claims Support,583,11,186,73,120,1,0,CU0012205,780
C00079101,ACT00134533,A073,2025-02-17,2025-02-17 17:27:00,2025-02-17 17:40:00,Member Services,537,46,197,23,60,1,0,CU0008406,780
C00079102,ACT00134534,A073,2025-02-17,2025-02-17 17:40:00,2025-02-17 17:56:00,Claims Support,695,39,226,13,120,1,0,CU0016291,960
C00079103,ACT00134536,A073,2025-02-17,2025-02-17 18:30:00,2025-02-17 18:42:00,Member Services,566,37,117,86,60,0,0,CU0001221,720
C00079104,ACT00134538,A073,2025-02-17,2025-02-17 18:48:00,2025-02-17 18:59:00,Billing Support,496,62,102,146,90,0,0,CU0018250,660
C00079105,ACT00134539,A073,2025-02-17,2025-02-17 18:59:00,2025-02-17 19:00:00,Claims Support,60,103,114,97,120,1,0,CU0019024,277
C00079106,ACT00134540,A073,2025-02-18,2025-02-18 10:00:00,2025-02-18 10:11:00,Billing Support,429,33,198,18,90,1,0,CU0004841,660
C00079107,ACT00134541,A073,2025-02-18,2025-02-18 10:11:00,2025-02-18 10:20:00,Member Services,306,24,210,50,60,1,0,CU0006044,540
C00079108,ACT00134542,A073,2025-02-18,2025-02-18 10:20:00,2025-02-18 10:32:00,Member Services,433,87,200,0,60,1,0,CU0013300,720
C00079109,ACT00134543,A073,2025-02-18,2025-02-18 10:32:00,2025-02-18 10:50:00,Billing Support,778,81,221,156,90,0,0,CU0015383,1080
C00079110,ACT00134544,A073,2025-02-18,2025-02-18 10:50:00,2025-02-18 11:06:00,Claims Support,834,18,108,4,120,1,0,CU0017660,960
C00079111,ACT00134545,A073,2025-02-18,2025-02-18 11:06:00,2025-02-18 11:22:00,Billing Support,651,65,244,41,90,1,0,CU0012676,960
C00079112,ACT00134546,A073,2025-02-18,2025-02-18 11:22:00,2025-02-18 11:45:00,Technical Support,1140,35,205,98,180,1,0,CU0005208,1380
C00079113,ACT00134547,A073,2025-02-18,2025-02-18 11:45:00,2025-02-18 11:51:00,Member Services,65,13,282,37,60,1,0,CU0013901,360
C00079114,ACT00134549,A073,2025-02-18,2025-02-18 12:19:00,2025-02-18 12:32:00,Claims Support,500,89,191,26,120,1,0,CU0004733,780
C00079115,ACT00134551,A073,2025-02-18,2025-02-18 12:45:00,2025-02-18 12:54:00,Member Services,252,58,230,13,60,1,0,CU0013956,540
C00079116,ACT00134553,A073,2025-02-18,2025-02-18 13:13:00,2025-02-18 13:31:00,Billing Support,925,5,150,63,90,1,0,CU0006698,1080
C00079117,ACT00134554,A073,2025-02-18,2025-02-18 13:31:00,2025-02-18 13:50:00,Technical Support,979,15,146,2,180,1,0,CU0000249,1140
C00079118,ACT00134555,A073,2025-02-18,2025-02-18 13:50:00,2025-02-18 13:58:00,Member Services,276,27,177,9,60,1,0,CU0000422,480
C00079119,ACT00134556,A073,2025-02-18,2025-02-18 13:58:00,2025-02-18 14:00:00,Technical Support,60,11,78,121,180,1,0,CU0006722,149
C00079120,ACT00134558,A073,2025-02-18,2025-02-18 14:30:00,2025-02-18 14:44:00,Billing Support,619,13,208,138,90,0,0,CU0010809,840
C00079121,ACT00134560,A073,2025-02-18,2025-02-18 15:28:00,2025-02-18 15:46:00,Technical Support,796,90,194,15,180,1,0,CU0018921,1080
C00079122,ACT00134561,A073,2025-02-18,2025-02-18 15:46:00,2025-02-18 16:01:00,Claims Support,665,1,234,24,120,1,0,CU0002532,900
C00079123,ACT00134565,A073,2025-02-18,2025-02-18 17:11:00,2025-02-18 17:20:00,Member Services,220,5,315,49,60,1,0,CU0013912,540
C00079124,ACT00134566,A073,2025-02-18,2025-02-18 17:20:00,2025-02-18 17:39:00,Claims Support,866,60,214,24,120,1,0,CU0019010,1140
C00079125,ACT00134567,A073,2025-02-18,2025-02-18 17:39:00,2025-02-18 17:54:00,Billing Support,700,16,184,11,90,1,0,CU0016651,900
C00079126,ACT00134568,A073,2025-02-18,2025-02-18 17:54:00,2025-02-18 18:05:00,Member Services,389,116,155,29,60,1,0,CU0009348,660
C00079127,ACT00134569,A073,2025-02-18,2025-02-18 18:05:00,2025-02-18 18:25:00,Member Services,961,7,232,56,60,1,0,CU0014153,1200
C00079128,ACT00134570,A073,2025-02-18,2025-02-18 18:26:00,2025-02-18 18:43:00,Claims Support,696,81,243,7,120,1,0,CU0011706,1020
C00079129,ACT00134571,A073,2025-02-18,2025-02-18 18:43:00,2025-02-18 18:56:00,Billing Support,692,0,88,62,90,1,0,CU0012233,780
C00079130,ACT00134573,A073,2025-02-20,2025-02-20 10:00:00,2025-02-20 10:13:00,Claims Support,523,42,215,24,120,1,0,CU0019111,780
C00079131,ACT00134575,A073,2025-02-20,2025-02-20 10:27:00,2025-02-20 10:36:00,Billing Support,283,77,180,33,90,1,0,CU0013079,540
C00079132,ACT00134576,A073,2025-02-20,2025-02-20 10:36:00,2025-02-20 10:59:00,Claims Support,1152,32,196,45,120,1,0,CU0000487,1380
C00079133,ACT00134578,A073,2025-02-20,2025-02-20 11:22:00,2025-02-20 11:41:00,Billing Support,774,115,251,15,90,1,0,CU0000281,1140
C00079134,ACT00134580,A073,2025-02-20,2025-02-20 11:56:00,2025-02-20 12:08:00,Technical Support,494,42,184,26,180,1,0,CU0008889,720
C00079135,ACT00134581,A073,2025-02-20,2025-02-20 12:08:00,2025-02-20 12:21:00,Billing Support,615,15,150,23,90,1,0,CU0006864,780
C00079136,ACT00134582,A073,2025-02-20,2025-02-20 12:21:00,2025-02-20 12:34:00,Claims Support,497,102,181,144,120,0,0,CU0005642,780
C00079137,ACT00134584,A073,2025-02-20,2025-02-20 12:50:00,2025-02-20 13:06:00,Billing Support,865,1,94,16,90,1,0,CU0014371,960
C00079138,ACT00134586,A073,2025-02-20,2025-02-20 13:42:00,2025-02-20 13:51:00,Billing Support,421,32,87,45,90,1,0,CU0012761,540
C00079139,ACT00134587,A073,2025-02-20,2025-02-20 13:51:00,2025-02-20 14:00:00,Claims Support,334,11,195,44,120,1,0,CU0002155,540
C00079140,ACT00134589,A073,2025-02-20,2025-02-20 14:30:00,2025-02-20 14:47:00,Technical Support,632,147,241,50,180,1,0,CU0010855,1020
C00079141,ACT00134591,A073,2025-02-20,2025-02-20 15:00:00,2025-02-20 15:12:00,Member Services,343,122,255,22,60,1,0,CU0018622,720
C00079142,ACT00134592,A073,2025-02-20,2025-02-20 15:12:00,2025-02-20 15:29:00,Billing Support,904,21,95,12,90,1,0,CU0013733,1020
C00079143,ACT00134593,A073,2025-02-20,2025-02-20 15:29:00,2025-02-20 15:36:00,Member Services,123,133,164,84,60,0,0,CU0000556,420
C00079144,ACT00134594,A073,2025-02-20,2025-02-20 15:36:00,2025-02-20 15:46:00,Member Services,382,106,112,19,60,1,0,CU0004194,600
C00079145,ACT00134597,A073,2025-02-20,2025-02-20 16:39:00,2025-02-20 16:57:00,Technical Support,910,21,149,1,180,1,0,CU0007406,1080
C00079146,ACT00134598,A073,2025-02-20,2025-02-20 16:57:00,2025-02-20 17:15:00,Billing Support,934,34,112,16,90,1,0,CU0014553,1080
C00079147,ACT00134602,A073,2025-02-20,2025-02-20 18:30:00,2025-02-20 18:40:00,Member Services,436,7,157,15,60,1,0,CU0015381,600
C00079148,ACT00134603,A073,2025-02-20,2025-02-20 18:40:00,2025-02-20 18:45:00,Member Services,67,6,227,129,60,0,0,CU0014182,300
C00079149,ACT00134605,A073,2025-02-20,2025-02-20 18:58:00,2025-02-20 19:00:00,Technical Support,60,48,273,16,180,1,0,CU0006366,381
C00079150,ACT00134607,A073,2025-02-21,2025-02-21 10:05:00,2025-02-21 10:21:00,Billing Support,608,14,338,15,90,1,0,CU0016197,960
C00079151,ACT00134609,A073,2025-02-21,2025-02-21 10:50:00,2025-02-21 11:02:00,Claims Support,428,116,176,99,120,1,0,CU0014539,720
C00079152,ACT00134611,A073,2025-02-21,2025-02-21 11:23:00,2025-02-21 11:38:00,Member Services,647,20,233,31,60,1,0,CU0010612,900
C00079153,ACT00134612,A073,2025-02-21,2025-02-21 11:38:00,2025-02-21 11:51:00,Claims Support,491,100,189,45,120,1,0,CU0002906,780
C00079154,ACT00134614,A073,2025-02-21,2025-02-21 12:41:00,2025-02-21 12:57:00,Claims Support,680,13,267,57,120,1,0,CU0012116,960
C00079155,ACT00134615,A073,2025-02-21,2025-02-21 13:00:00,2025-02-21 13:18:00,Claims Support,919,16,145,32,120,1,0,CU0018752,1080
C00079156,ACT00134616,A073,2025-02-21,2025-02-21 13:18:00,2025-02-21 13:36:00,Technical Support,860,20,200,158,180,1,0,CU0002932,1080
C00079157,ACT00134617,A073,2025-02-21,2025-02-21 13:36:00,2025-02-21 13:49:00,Billing Support,603,7,170,27,90,1,0,CU0004927,780
C00079158,ACT00134618,A073,2025-02-21,2025-02-21 13:49:00,2025-02-21 14:00:00,Member Services,360,44,256,57,60,1,0,CU0017546,660
C00079159,ACT00134620,A073,2025-02-21,2025-02-21 14:30:00,2025-02-21 14:43:00,Member Services,560,43,177,86,60,0,0,CU0001947,780
C00079160,ACT00134622,A073,2025-02-21,2025-02-21 15:01:00,2025-02-21 15:11:00,Technical Support,353,67,180,91,180,1,0,CU0000263,600
C00079161,ACT00134623,A073,2025-02-21,2025-02-21 15:11:00,2025-02-21 15:27:00,Billing Support,786,3,171,65,90,1,0,CU0015157,960
C00079162,ACT00134624,A073,2025-02-21,2025-02-21 15:27:00,2025-02-21 15:41:00,Member Services,640,2,198,8,60,1,0,CU0008914,840
C00079163,ACT00134625,A073,2025-02-21,2025-02-21 15:41:00,2025-02-21 16:05:00,Technical Support,1297,28,115,46,180,1,0,CU0016412,1440
C00079164,ACT00134626,A073,2025-02-21,2025-02-21 16:05:00,2025-02-21 16:25:00,Billing Support,1021,12,167,80,90,1,0,CU0001558,1200
C00079165,ACT00134628,A073,2025-02-21,2025-02-21 17:13:00,2025-02-21 17:29:00,Claims Support,774,8,178,64,120,1,0,CU0000874,960
C00079166,ACT00134629,A073,2025-02-21,2025-02-21 17:29:00,2025-02-21 17:47:00,Technical Support,747,156,177,57,180,1,0,CU0017699,1080
C00079167,ACT00134630,A073,2025-02-21,2025-02-21 17:47:00,2025-02-21 17:58:00,Claims Support,545,51,64,226,120,0,0,CU0004104,660
C00079168,ACT00134631,A073,2025-02-21,2025-02-21 17:58:00,2025-02-21 18:07:00,Billing Support,313,43,184,44,90,1,0,CU0010275,540
C00079169,ACT00134632,A073,2025-02-21,2025-02-21 18:07:00,2025-02-21 18:17:00,Member Services,420,28,152,14,60,1,0,CU0001056,600
C00079170,ACT00134636,A073,2025-02-24,2025-02-24 10:03:00,2025-02-24 10:16:00,Member Services,494,7,279,34,60,1,0,CU0017543,780
C00079171,ACT00134638,A073,2025-02-24,2025-02-24 11:00:00,2025-02-24 11:10:00,Member Services,300,126,174,14,60,1,0,CU0013995,600
C00079172,ACT00134639,A073,2025-02-24,2025-02-24 11:10:00,2025-02-24 11:19:00,Member Services,437,20,83,57,60,1,0,CU0015753,540
C00079173,ACT00134640,A073,2025-02-24,2025-02-24 11:19:00,2025-02-24 11:46:00,Technical Support,1405,71,144,28,180,1,0,CU0005168,1620
C00079174,ACT00134641,A073,2025-02-24,2025-02-24 11:46:00,2025-02-24 11:59:00,Member Services,560,6,214,39,60,1,0,CU0002362,780
C00079175,ACT00134642,A073,2025-02-24,2025-02-24 11:59:00,2025-02-24 12:09:00,Member Services,366,92,142,47,60,1,0,CU0013246,600
C00079176,ACT00134644,A073,2025-02-24,2025-02-24 12:42:00,2025-02-24 12:52:00,Member Services,367,83,150,16,60,1,0,CU0006035,600
C00079177,ACT00134645,A073,2025-02-24,2025-02-24 12:52:00,2025-02-24 13:05:00,Claims Support,517,58,205,147,120,0,0,CU0009759,780
C00079178,ACT00134647,A073,2025-02-24,2025-02-24 13:32:00,2025-02-24 13:54:00,Technical Support,1014,102,204,36,180,1,0,CU0013158,1320
C00079179,ACT00134648,A073,2025-02-24,2025-02-24 13:54:00,2025-02-24 14:00:00,Member Services,104,49,207,84,60,0,0,CU0006986,360
C00079180,ACT00134650,A073,2025-02-24,2025-02-24 14:30:00,2025-02-24 14:45:00,Claims Support,688,36,176,3,120,1,0,CU0009326,900
C00079181,ACT00134651,A073,2025-02-24,2025-02-24 14:45:00,2025-02-24 15:02:00,Billing Support,882,13,125,58,90,1,0,CU0004060,1020
C00079182,ACT00134652,A073,2025-02-24,2025-02-24 15:02:00,2025-02-24 15:12:00,Member Services,259,159,182,59,60,1,0,CU0002177,600
C00079183,ACT00134653,A073,2025-02-24,2025-02-24 15:12:00,2025-02-24 15:30:00,Claims Support,775,33,272,19,120,1,0,CU0001787,1080
C00079184,ACT00134654,A073,2025-02-24,2025-02-24 15:30:00,2025-02-24 15:44:00,Billing Support,545,42,253,5,90,1,0,CU0000643,840
C00079185,ACT00134655,A073,2025-02-24,2025-02-24 15:44:00,2025-02-24 15:56:00,Billing Support,435,46,239,2,90,1,0,CU0011655,720
C00079186,ACT00134656,A073,2025-02-24,2025-02-24 15:56:00,2025-02-24 16:04:00,Billing Support,236,3,241,10,90,1,0,CU0003254,480
C00079187,ACT00134657,A073,2025-02-24,2025-02-24 16:04:00,2025-02-24 16:12:00,Claims Support,271,7,202,59,120,1,0,CU0008106,480
C00079188,ACT00134658,A073,2025-02-24,2025-02-24 16:12:00,2025-02-24 16:33:00,Claims Support,904,30,326,47,120,1,0,CU0005929,1260
C00079189,ACT00134659,A073,2025-02-24,2025-02-24 16:33:00,2025-02-24 16:53:00,Technical Support,961,145,94,3,180,1,0,CU0004711,1200
C00079190,ACT00134661,A073,2025-02-24,2025-02-24 17:21:00,2025-02-24 17:30:00,Billing Support,311,3,226,13,90,1,0,CU0006484,540
C00079191,ACT00134663,A073,2025-02-24,2025-02-24 18:22:00,2025-02-24 18:35:00,Claims Support,652,10,118,12,120,1,0,CU0010361,780
C00079192,ACT00134664,A073,2025-02-24,2025-02-24 18:35:00,2025-02-24 18:46:00,Billing Support,352,125,183,45,90,1,0,CU0014242,660
C00079193,ACT00134665,A073,2025-02-24,2025-02-24 18:46:00,2025-02-24 18:58:00,Member Services,540,10,170,4,60,1,0,CU0008850,720
C00079194,ACT00134667,A073,2025-02-25,2025-02-25 10:33:00,2025-02-25 10:41:00,Member Services,323,18,139,3,60,1,0,CU0011815,480
C00079195,ACT00134668,A073,2025-02-25,2025-02-25 10:41:00,2025-02-25 10:59:00,Technical Support,759,128,193,38,180,1,0,CU0017590,1080
C00079196,ACT00134669,A073,2025-02-25,2025-02-25 10:59:00,2025-02-25 11:17:00,Billing Support,788,19,273,24,90,1,0,CU0004210,1080
C00079197,ACT00134670,A073,2025-02-25,2025-02-25 11:17:00,2025-02-25 11:34:00,Technical Support,760,20,240,8,180,1,0,CU0003558,1020
C00079198,ACT00134671,A073,2025-02-25,2025-02-25 11:34:00,2025-02-25 11:53:00,Billing Support,964,6,170,2,90,1,0,CU0000004,1140
C00079199,ACT00134672,A073,2025-02-25,2025-02-25 11:53:00,2025-02-25 12:06:00,Technical Support,542,67,171,74,180,1,0,CU0009156,780
C00079200,ACT00134673,A073,2025-02-25,2025-02-25 12:06:00,2025-02-25 12:21:00,Billing Support,670,37,193,19,90,1,0,CU0015036,900
C00079201,ACT00134674,A073,2025-02-25,2025-02-25 12:21:00,2025-02-25 12:35:00,Billing Support,549,148,143,154,90,0,0,CU0016405,840
C00079202,ACT00134675,A073,2025-02-25,2025-02-25 12:35:00,2025-02-25 12:44:00,Member Services,350,35,155,54,60,1,0,CU0009039,540
C00079203,ACT00134676,A073,2025-02-25,2025-02-25 12:44:00,2025-02-25 12:57:00,Billing Support,493,81,206,0,90,1,0,CU0005283,780
C00079204,ACT00134677,A073,2025-02-25,2025-02-25 12:57:00,2025-02-25 13:13:00,Claims Support,862,21,77,2,120,1,0,CU0018780,960
C00079205,ACT00134678,A073,2025-02-25,2025-02-25 13:14:00,2025-02-25 13:23:00,Member Services,166,111,263,11,60,1,0,CU0000173,540
C00079206,ACT00134679,A073,2025-02-25,2025-02-25 13:23:00,2025-02-25 13:35:00,Billing Support,356,33,331,14,90,1,0,CU0018294,720
C00079207,ACT00134680,A073,2025-02-25,2025-02-25 13:35:00,2025-02-25 13:51:00,Claims Support,666,94,200,6,120,1,0,CU0005279,960
C00079208,ACT00134681,A073,2025-02-25,2025-02-25 13:51:00,2025-02-25 14:00:00,Claims Support,162,180,198,7,120,1,0,CU0001907,540
C00079209,ACT00134683,A073,2025-02-25,2025-02-25 14:30:00,2025-02-25 14:36:00,Billing Support,208,3,149,104,90,0,0,CU0012105,360
C00079210,ACT00134684,A073,2025-02-25,2025-02-25 14:36:00,2025-02-25 14:52:00,Technical Support,685,15,260,133,180,1,0,CU0008753,960
C00079211,ACT00134685,A073,2025-02-25,2025-02-25 14:54:00,2025-02-25 15:12:00,Member Services,795,32,253,14,60,1,0,CU0004417,1080
C00079212,ACT00134686,A073,2025-02-25,2025-02-25 15:12:00,2025-02-25 15:24:00,Technical Support,305,127,288,33,180,1,0,CU0007474,720
C00079213,ACT00134687,A073,2025-02-25,2025-02-25 15:24:00,2025-02-25 15:33:00,Member Services,309,70,161,123,60,0,0,CU0008888,540
C00079214,ACT00134688,A073,2025-02-25,2025-02-25 15:33:00,2025-02-25 15:47:00,Member Services,785,5,50,34,60,1,0,CU0011301,840
C00079215,ACT00134689,A073,2025-02-25,2025-02-25 15:47:00,2025-02-25 16:03:00,Technical Support,783,41,136,50,180,1,0,CU0013706,960
C00079216,ACT00134690,A073,2025-02-25,2025-02-25 16:03:00,2025-02-25 16:25:00,Claims Support,1067,5,248,32,120,1,0,CU0002294,1320
C00079217,ACT00134691,A073,2025-02-25,2025-02-25 16:25:00,2025-02-25 16:39:00,Billing Support,553,49,238,54,90,1,0,CU0005128,840
C00079218,ACT00134692,A073,2025-02-25,2025-02-25 16:39:00,2025-02-25 16:58:00,Technical Support,985,3,152,47,180,1,0,CU0010339,1140
C00079219,ACT00134693,A073,2025-02-25,2025-02-25 16:58:00,2025-02-25 17:04:00,Member Services,280,25,55,114,60,0,0,CU0010435,360
C00079220,ACT00134694,A073,2025-02-25,2025-02-25 17:04:00,2025-02-25 17:12:00,Billing Support,366,6,108,6,90,1,0,CU0002188,480
C00079221,ACT00134695,A073,2025-02-25,2025-02-25 17:12:00,2025-02-25 17:21:00,Member Services,274,8,258,81,60,0,0,CU0018715,540
C00079222,ACT00134697,A073,2025-02-25,2025-02-25 17:52:00,2025-02-25 18:00:00,Claims Support,227,136,117,32,120,1,0,CU0007997,480
C00079223,ACT00134700,A073,2025-02-25,2025-02-25 18:39:00,2025-02-25 18:59:00,Billing Support,952,6,242,4,90,1,0,CU0004053,1200
C00079224,ACT00134701,A073,2025-02-25,2025-02-25 18:59:00,2025-02-25 19:00:00,Technical Support,60,28,103,45,180,1,0,CU0016412,191
C00079225,ACT00134703,A073,2025-02-26,2025-02-26 10:11:00,2025-02-26 10:30:00,Claims Support,908,52,180,24,120,1,0,CU0018270,1140
C00079226,ACT00134705,A073,2025-02-26,2025-02-26 11:05:00,2025-02-26 11:20:00,Technical Support,787,11,102,48,180,1,0,CU0002871,900
C00079227,ACT00134706,A073,2025-02-26,2025-02-26 11:20:00,2025-02-26 11:39:00,Claims Support,828,189,123,7,120,1,0,CU0007233,1140
C00079228,ACT00134708,A073,2025-02-26,2025-02-26 11:51:00,2025-02-26 12:13:00,Technical Support,1093,35,192,54,180,1,0,CU0003969,1320
C00079229,ACT00134710,A073,2025-02-26,2025-02-26 12:15:00,2025-02-26 12:24:00,Technical Support,168,163,209,55,180,1,0,CU0016118,540
C00079230,ACT00134711,A073,2025-02-26,2025-02-26 12:24:00,2025-02-26 12:33:00,Claims Support,256,54,230,49,120,1,0,CU0014030,540
C00079231,ACT00134712,A073,2025-02-26,2025-02-26 12:34:00,2025-02-26 12:46:00,Member Services,580,59,81,87,60,0,0,CU0017643,720
C00079232,ACT00134714,A073,2025-02-26,2025-02-26 13:03:00,2025-02-26 13:23:00,Claims Support,1011,54,135,82,120,1,0,CU0005661,1200
C00079233,ACT00134715,A073,2025-02-26,2025-02-26 13:23:00,2025-02-26 13:33:00,Claims Support,469,20,111,63,120,1,0,CU0002758,600
C00079234,ACT00134716,A073,2025-02-26,2025-02-26 13:33:00,2025-02-26 13:48:00,Billing Support,810,45,45,43,90,1,0,CU0001005,900
C00079235,ACT00134717,A073,2025-02-26,2025-02-26 13:48:00,2025-02-26 14:00:00,Claims Support,489,7,224,35,120,1,0,CU0018419,720
C00079236,ACT00134719,A073,2025-02-26,2025-02-26 14:30:00,2025-02-26 14:48:00,Technical Support,771,108,201,9,180,1,0,CU0004887,1080
C00079237,ACT00134721,A073,2025-02-26,2025-02-26 15:19:00,2025-02-26 15:29:00,Technical Support,339,25,236,6,180,1,0,CU0011321,600
C00079238,ACT00134722,A073,2025-02-26,2025-02-26 15:29:00,2025-02-26 15:43:00,Claims Support,577,156,107,44,120,1,0,CU0006741,840
C00079239,ACT00134723,A073,2025-02-26,2025-02-26 15:45:00,2025-02-26 15:56:00,Billing Support,425,14,221,0,90,1,0,CU0019454,660
C00079240,ACT00134724,A073,2025-02-26,2025-02-26 15:56:00,2025-02-26 16:08:00,Billing Support,452,58,210,31,90,1,0,CU0016951,720
C00079241,ACT00134728,A073,2025-02-26,2025-02-26 17:51:00,2025-02-26 18:06:00,Claims Support,744,3,153,20,120,1,0,CU0017365,900
C00079242,ACT00134730,A073,2025-02-26,2025-02-26 18:26:00,2025-02-26 18:53:00,Claims Support,1495,14,111,61,120,1,0,CU0013608,1620
C00079243,ACT00134731,A073,2025-02-26,2025-02-26 18:53:00,2025-02-26 19:00:00,Technical Support,252,23,145,25,180,1,0,CU0001154,420
C00079244,ACT00134733,A073,2025-02-27,2025-02-27 10:06:00,2025-02-27 10:16:00,Member Services,453,3,144,4,60,1,0,CU0016585,600
C00079245,ACT00134734,A073,2025-02-27,2025-02-27 10:16:00,2025-02-27 10:37:00,Technical Support,1077,73,110,13,180,1,0,CU0000559,1260
C00079246,ACT00134735,A073,2025-02-27,2025-02-27 10:37:00,2025-02-27 10:47:00,Member Services,436,27,137,9,60,1,0,CU0017595,600
C00079247,ACT00134736,A073,2025-02-27,2025-02-27 10:47:00,2025-02-27 11:03:00,Technical Support,634,64,262,7,180,1,0,CU0016784,960
C00079248,ACT00134737,A073,2025-02-27,2025-02-27 11:03:00,2025-02-27 11:18:00,Billing Support,829,19,52,126,90,0,0,CU0011334,900
C00079249,ACT00134740,A073,2025-02-27,2025-02-27 12:17:00,2025-02-27 12:33:00,Member Services,759,121,80,174,60,0,0,CU0011233,960
C00079250,ACT00134741,A073,2025-02-27,2025-02-27 12:33:00,2025-02-27 12:55:00,Technical Support,1094,54,172,4,180,1,0,CU0006457,1320
C00079251,ACT00134743,A073,2025-02-27,2025-02-27 13:13:00,2025-02-27 13:23:00,Member Services,362,15,223,20,60,1,0,CU0004831,600
C00079252,ACT00134744,A073,2025-02-27,2025-02-27 13:24:00,2025-02-27 13:40:00,Billing Support,686,11,263,24,90,1,0,CU0017499,960
