attendance_id,master_agent_id,date,scheduled_hours,worked_hours,scheduled_minutes,worked_minutes,absent_flag,late_minutes,early_leave_minutes,adherence_pct
AT00003646,A055,2025-02-03,9.0,8.27,540,496.0,0,10,30,0.919
AT00003647,A055,2025-02-04,9.0,8.82,540,529.0,0,0,5,0.98
AT00003648,A055,2025-02-05,9.0,8.9,540,534.0,0,0,0,0.989
AT00003649,A055,2025-02-06,9.0,8.88,540,533.0,0,0,0,0.987
AT00003650,A055,2025-02-07,9.0,8.9,540,534.0,0,0,0,0.989
AT00003651,A055,2025-02-08,9.0,8.92,540,535.0,0,0,0,0.991
AT00003652,A055,2025-02-10,9.0,8.9,540,534.0,0,0,0,0.989
AT00003653,A055,2025-02-11,9.0,8.87,540,532.0,0,0,0,0.985
AT00003654,A055,2025-02-12,9.0,8.82,540,529.0,0,0,0,0.98
AT00003655,A055,2025-02-13,9.0,8.73,540,524.0,0,0,1,0.97
AT00003656,A055,2025-02-14,9.0,8.85,540,531.0,0,0,0,0.983
AT00003657,A055,2025-02-15,9.0,8.85,540,531.0,0,0,0,0.983
AT00003658,A055,2025-02-17,9.0,8.67,540,520.0,0,0,15,0.963
AT00003659,A055,2025-02-18,9.0,8.88,540,533.0,0,0,0,0.987
AT00003660,A055,2025-02-19,9.0,8.45,540,507.0,0,30,0,0.939
AT00003661,A055,2025-02-20,9.0,8.67,540,520.0,0,0,15,0.963
AT00003662,A055,2025-02-21,9.0,8.85,540,531.0,0,0,0,0.983
AT00003663,A055,2025-02-23,9.0,8.95,540,537.0,0,0,0,0.994
AT00003664,A055,2025-02-24,9.0,8.88,540,533.0,0,0,0,0.987
AT00003665,A055,2025-02-25,9.0,8.8,540,528.0,0,0,0,0.978
AT00003666,A055,2025-02-26,9.0,8.78,540,527.0,0,0,0,0.976
AT00003667,A055,2025-02-27,9.0,8.78,540,527.0,0,5,0,0.976
AT00003668,A055,2025-02-28,9.0,8.95,540,537.0,0,0,0,0.994
AT00003669,A055,2025-03-02,9.0,8.93,540,536.0,0,0,0,0.993
AT00003670,A055,2025-03-03,9.0,8.88,540,533.0,0,0,0,0.987
AT00003671,A055,2025-03-04,9.0,8.93,540,536.0,0,0,0,0.993
AT00003672,A055,2025-03-05,9.0,8.58,540,515.0,0,10,10,0.954
AT00003673,A055,2025-03-06,9.0,8.75,540,525.0,0,0,0,0.972
AT00003674,A055,2025-03-07,9.0,8.8,540,528.0,0,0,0,0.978
AT00003675,A055,2025-03-09,9.0,8.98,540,539.0,0,0,0,0.998
AT00003676,A055,2025-03-10,9.0,8.92,540,535.0,0,0,0,0.991
AT00003677,A055,2025-03-11,9.0,8.78,540,527.0,0,5,0,0.976
AT00003678,A055,2025-03-12,9.0,8.83,540,530.0,0,0,0,0.981
AT00003679,A055,2025-03-13,9.0,0.0,540,0.0,1,0,540,0.0
AT00003680,A055,2025-03-14,9.0,0.0,540,0.0,1,0,540,0.0
AT00003681,A055,2025-03-17,9.0,8.83,540,530.0,0,0,5,0.981
AT00003682,A055,2025-03-18,9.0,8.63,540,518.0,0,15,0,0.959
AT00003683,A055,2025-03-19,9.0,8.82,540,529.0,0,0,0,0.98
AT00003684,A055,2025-03-20,9.0,8.8,540,528.0,0,0,0,0.978
AT00003685,A055,2025-03-21,9.0,8.78,540,527.0,0,5,0,0.976
AT00003686,A055,2025-03-24,9.0,8.7,540,522.0,0,5,0,0.967
AT00003687,A055,2025-03-25,9.0,8.93,540,536.0,0,0,0,0.993
AT00003688,A055,2025-03-26,9.0,8.8,540,528.0,0,0,0,0.978
AT00003689,A055,2025-03-27,9.0,8.88,540,533.0,0,0,0,0.987
AT00003690,A055,2025-03-28,9.0,8.85,540,531.0,0,5,0,0.983
AT00003691,A055,2025-03-31,9.0,8.72,540,523.0,0,5,5,0.969
AT00003692,A056,2025-01-01,9.0,8.97,540,538.0,0,0,0,0.996
AT00003693,A056,2025-01-02,9.0,8.73,540,524.0,0,0,10,0.97
AT00003694,A056,2025-01-03,9.0,8.93,540,536.0,0,0,0,0.993
AT00003695,A056,2025-01-06,9.0,8.92,540,535.0,0,0,0,0.991
AT00003696,A056,2025-01-07,9.0,8.68,540,521.0,0,10,0,0.965
AT00003697,A056,2025-01-08,9.0,8.73,540,524.0,0,10,0,0.97
AT00003698,A056,2025-01-09,9.0,8.98,540,539.0,0,0,0,0.998
AT00003699,A056,2025-01-10,9.0,8.8,540,528.0,0,5,0,0.978
AT00003700,A056,2025-01-13,9.0,0.0,540,0.0,1,0,540,0.0
AT00003701,A056,2025-01-14,9.0,8.87,540,532.0,0,0,5,0.985
AT00003702,A056,2025-01-15,9.0,8.83,540,530.0,0,0,0,0.981
AT00003703,A056,2025-01-16,9.0,8.88,540,533.0,0,0,0,0.987
AT00003704,A056,2025-01-17,9.0,8.92,540,535.0,0,0,0,0.991
AT00003705,A056,2025-01-18,9.0,8.9,540,534.0,0,0,0,0.989
AT00003706,A056,2025-01-20,9.0,8.82,540,529.0,0,0,0,0.98
AT00003707,A056,2025-01-21,9.0,8.62,540,517.0,0,10,5,0.957
AT00003708,A056,2025-01-22,9.0,8.95,540,537.0,0,0,0,0.994
AT00003709,A056,2025-01-23,9.0,8.97,540,538.0,0,0,0,0.996
AT00003710,A056,2025-01-24,9.0,8.95,540,537.0,0,0,0,0.994
AT00003711,A056,2025-01-25,9.0,8.88,540,533.0,0,0,0,0.987
AT00003712,A056,2025-01-27,9.0,8.83,540,530.0,0,0,0,0.981
AT00003713,A056,2025-01-28,9.0,8.97,540,538.0,0,0,0,0.996
AT00003714,A056,2025-01-29,9.0,8.8,540,528.0,0,0,0,0.978
AT00003715,A056,2025-01-30,9.0,8.4,540,504.0,0,30,0,0.933
AT00003716,A056,2025-01-31,9.0,8.78,540,527.0,0,0,0,0.976
AT00003717,A056,2025-02-02,9.0,8.73,540,524.0,0,0,0,0.97
AT00003718,A056,2025-02-03,9.0,8.8,540,528.0,0,5,0,0.978
AT00003719,A056,2025-02-04,9.0,8.83,540,530.0,0,0,0,0.981
AT00003720,A056,2025-02-05,9.0,8.88,540,533.0,0,0,0,0.987
AT00003721,A056,2025-02-06,9.0,8.93,540,536.0,0,0,0,0.993
AT00003722,A056,2025-02-07,9.0,8.88,540,533.0,0,0,3,0.987
AT00003723,A056,2025-02-08,9.0,8.82,540,529.0,0,0,0,0.98
AT00003724,A056,2025-02-10,9.0,8.92,540,535.0,0,0,0,0.991
AT00003725,A056,2025-02-12,9.0,8.73,540,524.0,0,0,15,0.97
AT00003726,A056,2025-02-13,9.0,8.52,540,511.0,0,15,5,0.946
AT00003727,A056,2025-02-14,9.0,8.75,540,525.0,0,10,0,0.972
AT00003728,A056,2025-02-17,9.0,8.45,540,507.0,0,30,0,0.939
AT00003729,A056,2025-02-18,9.0,8.77,540,526.0,0,5,0,0.974
AT00003730,A056,2025-02-19,9.0,8.78,540,527.0,0,10,0,0.976
AT00003731,A056,2025-02-20,9.0,8.75,540,525.0,0,0,0,0.972
AT00003732,A056,2025-02-21,9.0,8.9,540,534.0,0,0,0,0.989
AT00003733,A056,2025-02-22,9.0,8.97,540,538.0,0,0,0,0.996
AT00003734,A056,2025-02-24,9.0,8.92,540,535.0,0,0,0,0.991
AT00003735,A056,2025-02-25,9.0,8.77,540,526.0,0,0,10,0.974
AT00003736,A056,2025-02-26,9.0,8.93,540,536.0,0,0,0,0.993
AT00003737,A056,2025-02-27,9.0,8.88,540,533.0,0,0,0,0.987
AT00003738,A056,2025-02-28,9.0,8.75,540,525.0,0,10,0,0.972
AT00003739,A056,2025-03-03,9.0,8.92,540,535.0,0,0,0,0.991
AT00003740,A056,2025-03-04,9.0,8.8,540,528.0,0,0,0,0.978
AT00003741,A056,2025-03-05,9.0,8.92,540,535.0,0,0,0,0.991
AT00003742,A056,2025-03-06,9.0,8.17,540,490.0,0,30,15,0.907
AT00003743,A056,2025-03-07,9.0,8.97,540,538.0,0,0,0,0.996
AT00003744,A056,2025-03-10,9.0,8.92,540,535.0,0,0,0,0.991
AT00003745,A056,2025-03-11,9.0,8.93,540,536.0,0,0,0,0.993
AT00003746,A056,2025-03-12,9.0,8.68,540,521.0,0,10,0,0.965
AT00003747,A056,2025-03-13,9.0,8.98,540,539.0,0,0,0,0.998
AT00003748,A056,2025-03-14,9.0,8.77,540,526.0,0,0,0,0.974
AT00003749,A056,2025-03-16,9.0,8.8,540,528.0,0,0,0,0.978
AT00003750,A056,2025-03-17,9.0,8.72,540,523.0,0,0,10,0.969
AT00003751,A056,2025-03-18,9.0,8.87,540,532.0,0,0,0,0.985
AT00003752,A056,2025-03-19,9.0,8.9,540,534.0,0,0,0,0.989
AT00003753,A056,2025-03-20,9.0,8.92,540,535.0,0,0,0,0.991
AT00003754,A056,2025-03-21,9.0,8.7,540,522.0,0,10,0,0.967
AT00003755,A056,2025-03-24,9.0,8.67,540,520.0,0,15,0,0.963
AT00003756,A056,2025-03-25,9.0,8.77,540,526.0,0,0,0,0.974
AT00003757,A056,2025-03-26,9.0,8.92,540,535.0,0,0,0,0.991
AT00003758,A056,2025-03-27,9.0,8.38,540,503.0,0,0,30,0.931
AT00003759,A056,2025-03-28,9.0,8.88,540,533.0,0,0,0,0.987
AT00003760,A056,2025-03-31,9.0,8.87,540,532.0,0,0,0,0.985
AT00003761,A057,2025-01-02,9.0,8.87,540,532.0,0,0,0,0.985
AT00003762,A057,2025-01-03,9.0,8.73,540,524.0,0,0,5,0.97
AT00003763,A057,2025-01-06,9.0,8.93,540,536.0,0,0,0,0.993
AT00003764,A057,2025-01-07,9.0,8.95,540,537.0,0,0,0,0.994
AT00003765,A057,2025-01-08,9.0,8.85,540,531.0,0,0,0,0.983
AT00003766,A057,2025-01-09,9.0,8.42,540,505.0,0,0,30,0.935
AT00003767,A057,2025-01-10,9.0,8.88,540,533.0,0,0,0,0.987
AT00003768,A057,2025-01-13,9.0,8.72,540,523.0,0,0,0,0.969
AT00003769,A057,2025-01-14,9.0,8.85,540,531.0,0,0,0,0.983
AT00003770,A057,2025-01-15,9.0,8.87,540,532.0,0,0,0,0.985
AT00003771,A057,2025-01-16,9.0,8.82,540,529.0,0,0,0,0.98
AT00003772,A057,2025-01-17,9.0,8.9,540,534.0,0,0,0,0.989
AT00003773,A057,2025-01-18,9.0,8.87,540,532.0,0,0,0,0.985
AT00003774,A057,2025-01-20,9.0,8.88,540,533.0,0,0,0,0.987
AT00003775,A057,2025-01-21,9.0,8.95,540,537.0,0,0,0,0.994
AT00003776,A057,2025-01-22,9.0,8.9,540,534.0,0,0,0,0.989
AT00003777,A057,2025-01-23,9.0,8.63,540,518.0,0,10,0,0.959
AT00003778,A057,2025-01-24,9.0,8.93,540,536.0,0,0,0,0.993
AT00003779,A057,2025-01-27,9.0,8.83,540,530.0,0,0,0,0.981
AT00003780,A057,2025-01-28,9.0,8.9,540,534.0,0,0,0,0.989
AT00003781,A057,2025-01-29,9.0,0.0,540,0.0,1,0,540,0.0
AT00003782,A057,2025-01-30,9.0,8.75,540,525.0,0,0,10,0.972
AT00003783,A057,2025-01-31,9.0,8.87,540,532.0,0,0,0,0.985
AT00003784,A057,2025-02-03,9.0,9.0,540,540.0,0,0,0,1.0
AT00003785,A057,2025-02-04,9.0,8.77,540,526.0,0,0,5,0.974
AT00003786,A057,2025-02-05,9.0,8.87,540,532.0,0,0,0,0.985
AT00003787,A057,2025-02-06,9.0,8.8,540,528.0,0,0,0,0.978
AT00003788,A057,2025-02-07,9.0,8.98,540,539.0,0,0,0,0.998
AT00003789,A057,2025-02-10,9.0,8.9,540,534.0,0,0,5,0.989
AT00003790,A057,2025-02-11,9.0,8.77,540,526.0,0,0,0,0.974
AT00003791,A057,2025-02-12,9.0,8.92,540,535.0,0,0,0,0.991
AT00003792,A057,2025-02-13,9.0,8.8,540,528.0,0,0,0,0.978
AT00003793,A057,2025-02-14,9.0,8.95,540,537.0,0,0,0,0.994
AT00003794,A057,2025-02-17,9.0,0.0,540,0.0,1,0,540,0.0
AT00003795,A057,2025-02-18,9.0,8.88,540,533.0,0,0,0,0.987
AT00003796,A057,2025-02-20,9.0,8.87,540,532.0,0,0,0,0.985
AT00003797,A057,2025-02-21,9.0,8.92,540,535.0,0,0,0,0.991
AT00003798,A057,2025-02-24,9.0,8.48,540,509.0,0,0,15,0.943
AT00003799,A057,2025-02-25,9.0,8.87,540,532.0,0,0,0,0.985
AT00003800,A057,2025-02-26,9.0,8.95,540,537.0,0,0,0,0.994
AT00003801,A057,2025-02-27,9.0,8.42,540,505.0,0,0,30,0.935
AT00003802,A057,2025-02-28,9.0,8.57,540,514.0,0,15,0,0.952
AT00003803,A057,2025-03-02,9.0,8.87,540,532.0,0,0,2,0.985
AT00003804,A057,2025-03-03,9.0,8.9,540,534.0,0,0,0,0.989
AT00003805,A057,2025-03-04,9.0,8.92,540,535.0,0,0,0,0.991
AT00003806,A057,2025-03-05,9.0,8.87,540,532.0,0,0,0,0.985
AT00003807,A057,2025-03-06,9.0,8.98,540,539.0,0,0,0,0.998
AT00003808,A057,2025-03-07,9.0,0.0,540,0.0,1,0,540,0.0
AT00003809,A057,2025-03-10,9.0,8.9,540,534.0,0,0,0,0.989
AT00003810,A057,2025-03-11,9.0,8.85,540,531.0,0,0,0,0.983
AT00003811,A057,2025-03-12,9.0,8.93,540,536.0,0,0,0,0.993
AT00003812,A057,2025-03-13,9.0,8.95,540,537.0,0,0,0,0.994
AT00003813,A057,2025-03-14,9.0,8.9,540,534.0,0,0,0,0.989
AT00003814,A057,2025-03-17,9.0,8.85,540,531.0,0,0,0,0.983
AT00003815,A057,2025-03-18,9.0,8.88,540,533.0,0,0,0,0.987
AT00003816,A057,2025-03-19,9.0,8.47,540,508.0,0,15,10,0.941
AT00003817,A057,2025-03-20,9.0,8.88,540,533.0,0,0,0,0.987
AT00003818,A057,2025-03-21,9.0,8.85,540,531.0,0,0,0,0.983
AT00003819,A057,2025-03-24,9.0,8.72,540,523.0,0,5,0,0.969
AT00003820,A057,2025-03-25,9.0,9.0,540,540.0,0,0,0,1.0
AT00003821,A057,2025-03-26,9.0,8.93,540,536.0,0,0,0,0.993
AT00003822,A057,2025-03-27,9.0,8.77,540,526.0,0,0,0,0.974
AT00003823,A057,2025-03-28,9.0,8.9,540,534.0,0,0,0,0.989
AT00003824,A057,2025-03-31,9.0,8.93,540,536.0,0,0,0,0.993
AT00003825,A058,2025-01-01,9.0,8.97,540,538.0,0,0,0,0.996
AT00003826,A058,2025-01-02,9.0,8.97,540,538.0,0,0,0,0.996
AT00003827,A058,2025-01-03,9.0,8.93,540,536.0,0,0,0,0.993
AT00003828,A058,2025-01-06,9.0,8.92,540,535.0,0,0,0,0.991
AT00003829,A058,2025-01-07,9.0,8.88,540,533.0,0,0,0,0.987
AT00003830,A058,2025-01-08,9.0,8.83,540,530.0,0,0,0,0.981
AT00003831,A058,2025-01-09,9.0,8.95,540,537.0,0,0,0,0.994
AT00003832,A058,2025-01-10,9.0,8.78,540,527.0,0,0,0,0.976
AT00003833,A058,2025-01-13,9.0,8.85,540,531.0,0,0,0,0.983
AT00003834,A058,2025-01-14,9.0,8.83,540,530.0,0,0,0,0.981
AT00003835,A058,2025-01-15,9.0,8.78,540,527.0,0,0,0,0.976
AT00003836,A058,2025-01-16,9.0,0.0,540,0.0,1,0,540,0.0
AT00003837,A058,2025-01-17,9.0,8.8,540,528.0,0,0,0,0.978
AT00003838,A058,2025-01-20,9.0,8.88,540,533.0,0,0,0,0.987
AT00003839,A058,2025-01-21,9.0,0.0,540,0.0,1,0,540,0.0
AT00003840,A058,2025-01-23,9.0,8.82,540,529.0,0,5,0,0.98
AT00003841,A058,2025-01-24,9.0,8.78,540,527.0,0,0,0,0.976
AT00003842,A058,2025-01-27,9.0,8.85,540,531.0,0,0,0,0.983
AT00003843,A058,2025-01-28,9.0,8.87,540,532.0,0,0,0,0.985
AT00003844,A058,2025-01-29,9.0,8.83,540,530.0,0,0,0,0.981
AT00003845,A058,2025-01-30,9.0,8.82,540,529.0,0,10,0,0.98
AT00003846,A058,2025-02-03,9.0,8.68,540,521.0,0,0,15,0.965
AT00003847,A058,2025-02-04,9.0,8.62,540,517.0,0,0,0,0.957
AT00003848,A058,2025-02-05,9.0,8.75,540,525.0,0,0,0,0.972
AT00003849,A058,2025-02-06,9.0,8.83,540,530.0,0,0,0,0.981
AT00003850,A058,2025-02-07,9.0,8.85,540,531.0,0,0,0,0.983
AT00003851,A058,2025-02-10,9.0,8.93,540,536.0,0,0,0,0.993
AT00003852,A058,2025-02-11,9.0,8.92,540,535.0,0,0,0,0.991
AT00003853,A058,2025-02-12,9.0,8.97,540,538.0,0,0,0,0.996
AT00003854,A058,2025-02-13,9.0,8.67,540,520.0,0,0,10,0.963
AT00003855,A058,2025-02-14,9.0,8.82,540,529.0,0,0,0,0.98
AT00003856,A058,2025-02-15,9.0,8.82,540,529.0,0,0,0,0.98
AT00003857,A058,2025-02-17,9.0,8.88,540,533.0,0,0,0,0.987
AT00003858,A058,2025-02-18,9.0,8.83,540,530.0,0,0,0,0.981
AT00003859,A058,2025-02-19,9.0,8.8,540,528.0,0,0,0,0.978
AT00003860,A058,2025-02-20,9.0,0.0,540,0.0,1,0,540,0.0
AT00003861,A058,2025-02-21,9.0,8.98,540,539.0,0,0,0,0.998
AT00003862,A058,2025-02-23,9.0,8.82,540,529.0,0,0,5,0.98
AT00003863,A058,2025-02-24,9.0,8.75,540,525.0,0,0,3,0.972
AT00003864,A058,2025-02-25,9.0,8.72,540,523.0,0,0,5,0.969
AT00003865,A058,2025-02-26,9.0,8.87,540,532.0,0,0,0,0.985
AT00003866,A058,2025-02-27,9.0,8.83,540,530.0,0,0,5,0.981
AT00003867,A058,2025-02-28,9.0,8.2,540,492.0,0,5,30,0.911
AT00003868,A058,2025-03-02,9.0,8.8,540,528.0,0,0,0,0.978
AT00003869,A058,2025-03-03,9.0,8.72,540,523.0,0,0,10,0.969
AT00003870,A058,2025-03-04,9.0,8.83,540,530.0,0,0,0,0.981
AT00003871,A058,2025-03-05,9.0,8.58,540,515.0,0,0,15,0.954
AT00003872,A058,2025-03-06,9.0,8.82,540,529.0,0,0,0,0.98
AT00003873,A058,2025-03-07,9.0,8.82,540,529.0,0,0,0,0.98
AT00003874,A058,2025-03-10,9.0,8.88,540,533.0,0,0,0,0.987
AT00003875,A058,2025-03-12,9.0,8.75,540,525.0,0,0,0,0.972
AT00003876,A058,2025-03-13,9.0,8.77,540,526.0,0,5,0,0.974
AT00003877,A058,2025-03-14,9.0,0.0,540,0.0,1,0,540,0.0
AT00003878,A058,2025-03-17,9.0,8.92,540,535.0,0,0,0,0.991
AT00003879,A058,2025-03-18,9.0,8.97,540,538.0,0,0,0,0.996
AT00003880,A058,2025-03-19,9.0,8.75,540,525.0,0,0,0,0.972
AT00003881,A058,2025-03-20,9.0,8.98,540,539.0,0,0,0,0.998
AT00003882,A058,2025-03-21,9.0,8.63,540,518.0,0,0,15,0.959
AT00003883,A058,2025-03-22,9.0,8.82,540,529.0,0,5,0,0.98
AT00003884,A058,2025-03-24,9.0,8.83,540,530.0,0,0,0,0.981
AT00003885,A058,2025-03-25,9.0,8.92,540,535.0,0,0,0,0.991
AT00003886,A058,2025-03-26,9.0,8.97,540,538.0,0,0,0,0.996
AT00003887,A058,2025-03-27,9.0,8.88,540,533.0,0,0,0,0.987
AT00003888,A058,2025-03-28,9.0,8.9,540,534.0,0,0,0,0.989
AT00003889,A058,2025-03-31,9.0,8.93,540,536.0,0,0,0,0.993
AT00003890,A059,2025-01-01,9.0,8.97,540,538.0,0,0,0,0.996
AT00003891,A059,2025-01-02,9.0,8.72,540,523.0,0,0,0,0.969
AT00003892,A059,2025-01-03,9.0,8.87,540,532.0,0,0,0,0.985
AT00003893,A059,2025-01-05,9.0,8.93,540,536.0,0,0,0,0.993
AT00003894,A059,2025-01-06,9.0,8.87,540,532.0,0,0,6,0.985
AT00003895,A059,2025-01-07,9.0,9.0,540,540.0,0,0,0,1.0
AT00003896,A059,2025-01-08,9.0,8.45,540,507.0,0,0,30,0.939
AT00003897,A059,2025-01-09,9.0,8.98,540,539.0,0,0,0,0.998
AT00003898,A059,2025-01-10,9.0,8.78,540,527.0,0,0,5,0.976
AT00003899,A059,2025-01-11,9.0,8.98,540,539.0,0,0,0,0.998
AT00003900,A059,2025-01-13,9.0,9.0,540,540.0,0,0,0,1.0
AT00003901,A059,2025-01-14,9.0,9.0,540,540.0,0,0,0,1.0
AT00003902,A059,2025-01-15,9.0,0.0,540,0.0,1,0,540,0.0
AT00003903,A059,2025-01-16,9.0,8.87,540,532.0,0,0,0,0.985
AT00003904,A059,2025-01-17,9.0,8.82,540,529.0,0,0,0,0.98
AT00003905,A059,2025-01-19,9.0,8.77,540,526.0,0,0,0,0.974
AT00003906,A059,2025-01-20,9.0,0.0,540,0.0,1,0,540,0.0
AT00003907,A059,2025-01-21,9.0,8.75,540,525.0,0,5,0,0.972
AT00003908,A059,2025-01-22,9.0,8.62,540,517.0,0,5,10,0.957
AT00003909,A059,2025-01-23,9.0,8.85,540,531.0,0,0,0,0.983
AT00003910,A059,2025-01-24,9.0,8.72,540,523.0,0,0,10,0.969
AT00003911,A059,2025-01-27,9.0,8.9,540,534.0,0,0,0,0.989
AT00003912,A059,2025-01-28,9.0,8.88,540,533.0,0,0,0,0.987
AT00003913,A059,2025-01-29,9.0,8.97,540,538.0,0,0,0,0.996
AT00003914,A059,2025-01-30,9.0,8.78,540,527.0,0,0,0,0.976
AT00003915,A059,2025-01-31,9.0,8.8,540,528.0,0,0,0,0.978
AT00003916,A059,2025-02-03,9.0,8.88,540,533.0,0,0,0,0.987
AT00003917,A059,2025-02-04,9.0,0.0,540,0.0,1,0,540,0.0
AT00003918,A059,2025-02-05,9.0,8.63,540,518.0,0,15,0,0.959
AT00003919,A059,2025-02-06,9.0,0.0,540,0.0,1,0,540,0.0
AT00003920,A059,2025-02-07,9.0,8.85,540,531.0,0,0,0,0.983
AT00003921,A059,2025-02-10,9.0,8.68,540,521.0,0,0,15,0.965
AT00003922,A059,2025-02-11,9.0,8.5,540,510.0,0,15,0,0.944
AT00003923,A059,2025-02-13,9.0,8.92,540,535.0,0,0,0,0.991
AT00003924,A059,2025-02-14,9.0,8.82,540,529.0,0,0,0,0.98
AT00003925,A059,2025-02-17,9.0,8.9,540,534.0,0,0,0,0.989
AT00003926,A059,2025-02-18,9.0,0.0,540,0.0,1,0,540,0.0
AT00003927,A059,2025-02-19,9.0,8.78,540,527.0,0,10,0,0.976
AT00003928,A059,2025-02-20,9.0,8.85,540,531.0,0,0,0,0.983
AT00003929,A059,2025-02-21,9.0,8.78,540,527.0,0,10,0,0.976
AT00003930,A059,2025-02-24,9.0,8.87,540,532.0,0,0,0,0.985
AT00003931,A059,2025-02-25,9.0,8.95,540,537.0,0,0,0,0.994
AT00003932,A059,2025-02-26,9.0,8.9,540,534.0,0,0,0,0.989
AT00003933,A059,2025-02-27,9.0,8.87,540,532.0,0,0,0,0.985
AT00003934,A059,2025-02-28,9.0,8.82,540,529.0,0,0,0,0.98
AT00003935,A059,2025-03-01,9.0,8.88,540,533.0,0,0,0,0.987
AT00003936,A059,2025-03-03,9.0,8.4,540,504.0,0,30,0,0.933
AT00003937,A059,2025-03-04,9.0,8.85,540,531.0,0,5,0,0.983
AT00003938,A059,2025-03-05,9.0,8.83,540,530.0,0,5,0,0.981
AT00003939,A059,2025-03-06,9.0,8.37,540,502.0,0,15,0,0.93
AT00003940,A059,2025-03-07,9.0,8.62,540,517.0,0,0,15,0.957
AT00003941,A059,2025-03-08,9.0,8.87,540,532.0,0,5,1,0.985
AT00003942,A059,2025-03-10,9.0,8.92,540,535.0,0,0,0,0.991
AT00003943,A059,2025-03-11,9.0,8.85,540,531.0,0,0,0,0.983
AT00003944,A059,2025-03-12,9.0,8.82,540,529.0,0,0,0,0.98
AT00003945,A059,2025-03-13,9.0,8.88,540,533.0,0,0,0,0.987
AT00003946,A059,2025-03-14,9.0,8.92,540,535.0,0,0,0,0.991
AT00003947,A059,2025-03-16,9.0,8.8,540,528.0,0,0,5,0.978
AT00003948,A059,2025-03-17,9.0,9.0,540,540.0,0,0,0,1.0
AT00003949,A059,2025-03-18,9.0,8.85,540,531.0,0,0,0,0.983
AT00003950,A059,2025-03-19,9.0,8.78,540,527.0,0,0,0,0.976
AT00003951,A059,2025-03-20,9.0,8.87,540,532.0,0,0,0,0.985
AT00003952,A059,2025-03-21,9.0,8.92,540,535.0,0,0,0,0.991
AT00003953,A059,2025-03-24,9.0,8.5,540,510.0,0,0,10,0.944
AT00003954,A059,2025-03-25,9.0,8.93,540,536.0,0,0,0,0.993
AT00003955,A059,2025-03-26,9.0,8.97,540,538.0,0,0,0,0.996
AT00003956,A059,2025-03-27,9.0,8.8,540,528.0,0,10,0,0.978
AT00003957,A059,2025-03-28,9.0,8.98,540,539.0,0,0,0,0.998
AT00003958,A059,2025-03-29,9.0,8.85,540,531.0,0,0,0,0.983
AT00003959,A059,2025-03-31,9.0,8.98,540,539.0,0,0,0,0.998
AT00003960,A060,2025-01-01,9.0,8.9,540,534.0,0,0,0,0.989
AT00003961,A060,2025-01-02,9.0,8.73,540,524.0,0,0,0,0.97
AT00003962,A060,2025-01-03,9.0,8.97,540,538.0,0,0,0,0.996
AT00003963,A060,2025-01-06,9.0,8.88,540,533.0,0,0,0,0.987
AT00003964,A060,2025-01-07,9.0,8.9,540,534.0,0,0,0,0.989
AT00003965,A060,2025-01-08,9.0,8.92,540,535.0,0,0,0,0.991
AT00003966,A060,2025-01-09,9.0,8.75,540,525.0,0,10,0,0.972
AT00003967,A060,2025-01-10,9.0,8.33,540,500.0,0,15,10,0.926
AT00003968,A060,2025-01-13,9.0,8.85,540,531.0,0,0,0,0.983
AT00003969,A060,2025-01-14,9.0,8.83,540,530.0,0,0,0,0.981
AT00003970,A060,2025-01-15,9.0,8.65,540,519.0,0,0,10,0.961
AT00003971,A060,2025-01-16,9.0,8.7,540,522.0,0,0,5,0.967
AT00003972,A060,2025-01-17,9.0,8.88,540,533.0,0,0,0,0.987
AT00003973,A060,2025-01-20,9.0,8.87,540,532.0,0,0,0,0.985
AT00003974,A060,2025-01-22,9.0,8.77,540,526.0,0,0,0,0.974
AT00003975,A060,2025-01-23,9.0,8.77,540,526.0,0,5,0,0.974
AT00003976,A060,2025-01-24,9.0,8.9,540,534.0,0,0,0,0.989
AT00003977,A060,2025-01-25,9.0,8.87,540,532.0,0,0,0,0.985
AT00003978,A060,2025-01-27,9.0,8.8,540,528.0,0,5,0,0.978
AT00003979,A060,2025-01-28,9.0,8.88,540,533.0,0,0,0,0.987
AT00003980,A060,2025-01-29,9.0,8.45,540,507.0,0,0,30,0.939
AT00003981,A060,2025-01-30,9.0,8.97,540,538.0,0,0,0,0.996
AT00003982,A060,2025-01-31,9.0,8.85,540,531.0,0,0,0,0.983
AT00003983,A060,2025-02-01,9.0,8.87,540,532.0,0,0,0,0.985
AT00003984,A060,2025-02-03,9.0,8.75,540,525.0,0,0,0,0.972
AT00003985,A060,2025-02-04,9.0,8.7,540,522.0,0,0,10,0.967
AT00003986,A060,2025-02-05,9.0,8.78,540,527.0,0,0,0,0.976
AT00003987,A060,2025-02-06,9.0,8.7,540,522.0,0,5,0,0.967
AT00003988,A060,2025-02-07,9.0,8.37,540,502.0,0,30,0,0.93
AT00003989,A060,2025-02-10,9.0,8.95,540,537.0,0,0,0,0.994
AT00003990,A060,2025-02-11,9.0,8.93,540,536.0,0,0,0,0.993
AT00003991,A060,2025-02-12,9.0,8.9,540,534.0,0,0,0,0.989
AT00003992,A060,2025-02-13,9.0,8.88,540,533.0,0,0,0,0.987
AT00003993,A060,2025-02-14,9.0,8.85,540,531.0,0,0,0,0.983
