activity_id,master_agent_id,activity_date,activity_start,activity_end,activity_type,activity_category,queue,case_type,productive_flag,approved_flag,source_system,duration_minutes
ACT00104726,A057,2025-02-07,2025-02-07 13:00:00,2025-02-07 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00104727,A057,2025-02-07,2025-02-07 13:30:00,2025-02-07 13:40:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00104728,A057,2025-02-07,2025-02-07 13:40:00,2025-02-07 13:58:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,18.0
ACT00104729,A057,2025-02-07,2025-02-07 13:58:00,2025-02-07 14:20:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,22.0
ACT00104730,A057,2025-02-07,2025-02-07 14:20:00,2025-02-07 15:00:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,40.0
ACT00104731,A057,2025-02-07,2025-02-07 15:01:00,2025-02-07 15:13:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00104732,A057,2025-02-07,2025-02-07 15:13:00,2025-02-07 15:23:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00104733,A057,2025-02-07,2025-02-07 15:23:00,2025-02-07 15:29:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,6.0
ACT00104734,A057,2025-02-07,2025-02-07 15:29:00,2025-02-07 15:58:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,29.0
ACT00104735,A057,2025-02-07,2025-02-07 15:58:00,2025-02-07 16:07:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,9.0
ACT00104736,A057,2025-02-07,2025-02-07 16:07:00,2025-02-07 16:52:00,Offline Work,System Issue,,,0,1,IT Incident Log,45.0
ACT00104737,A057,2025-02-07,2025-02-07 16:52:00,2025-02-07 17:07:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00104738,A057,2025-02-07,2025-02-07 17:07:00,2025-02-07 17:25:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00104739,A057,2025-02-07,2025-02-07 17:25:00,2025-02-07 17:43:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,18.0
ACT00104740,A057,2025-02-07,2025-02-07 17:43:00,2025-02-07 18:00:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00104741,A057,2025-02-10,2025-02-10 09:00:00,2025-02-10 09:11:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,11.0
ACT00104742,A057,2025-02-10,2025-02-10 09:11:00,2025-02-10 09:31:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,20.0
ACT00104743,A057,2025-02-10,2025-02-10 09:31:00,2025-02-10 10:34:00,Offline Work,System Issue,,,0,1,IT Incident Log,63.0
ACT00104744,A057,2025-02-10,2025-02-10 10:34:00,2025-02-10 10:53:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,19.0
ACT00104745,A057,2025-02-10,2025-02-10 10:53:00,2025-02-10 11:04:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00104746,A057,2025-02-10,2025-02-10 11:05:00,2025-02-10 11:34:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,29.0
ACT00104747,A057,2025-02-10,2025-02-10 11:34:00,2025-02-10 11:45:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,11.0
ACT00104748,A057,2025-02-10,2025-02-10 11:45:00,2025-02-10 11:58:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,13.0
ACT00104749,A057,2025-02-10,2025-02-10 11:58:00,2025-02-10 12:12:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,14.0
ACT00104750,A057,2025-02-10,2025-02-10 12:12:00,2025-02-10 12:29:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00104751,A057,2025-02-10,2025-02-10 12:29:00,2025-02-10 12:45:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,16.0
ACT00104752,A057,2025-02-10,2025-02-10 12:45:00,2025-02-10 13:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,15.0
ACT00104753,A057,2025-02-10,2025-02-10 13:00:00,2025-02-10 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00104754,A057,2025-02-10,2025-02-10 13:30:00,2025-02-10 13:47:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00104755,A057,2025-02-10,2025-02-10 13:47:00,2025-02-10 14:26:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,39.0
ACT00104756,A057,2025-02-10,2025-02-10 14:26:00,2025-02-10 14:47:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,21.0
ACT00104757,A057,2025-02-10,2025-02-10 14:47:00,2025-02-10 15:01:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,14.0
ACT00104758,A057,2025-02-10,2025-02-10 15:01:00,2025-02-10 15:18:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00104759,A057,2025-02-10,2025-02-10 15:18:00,2025-02-10 15:31:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00104760,A057,2025-02-10,2025-02-10 15:31:00,2025-02-10 16:10:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,39.0
ACT00104761,A057,2025-02-10,2025-02-10 16:10:00,2025-02-10 16:28:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00104762,A057,2025-02-10,2025-02-10 16:28:00,2025-02-10 16:47:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00104763,A057,2025-02-10,2025-02-10 16:47:00,2025-02-10 16:52:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,5.0
ACT00104764,A057,2025-02-10,2025-02-10 16:52:00,2025-02-10 17:18:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,26.0
ACT00104765,A057,2025-02-10,2025-02-10 17:18:00,2025-02-10 17:40:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,22.0
ACT00104766,A057,2025-02-10,2025-02-10 17:40:00,2025-02-10 17:55:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,15.0
ACT00104767,A057,2025-02-11,2025-02-11 09:00:00,2025-02-11 09:15:00,Offline Work,Admin,,,1,1,SharePoint Tracker,15.0
ACT00104768,A057,2025-02-11,2025-02-11 09:15:00,2025-02-11 09:31:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,16.0
ACT00104769,A057,2025-02-11,2025-02-11 09:31:00,2025-02-11 09:44:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,13.0
ACT00104770,A057,2025-02-11,2025-02-11 09:44:00,2025-02-11 09:54:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,10.0
ACT00104771,A057,2025-02-11,2025-02-11 09:55:00,2025-02-11 10:00:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,5.0
ACT00104772,A057,2025-02-11,2025-02-11 10:01:00,2025-02-11 10:13:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,12.0
ACT00104773,A057,2025-02-11,2025-02-11 10:14:00,2025-02-11 10:30:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,16.0
ACT00104774,A057,2025-02-11,2025-02-11 10:30:00,2025-02-11 10:37:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00104775,A057,2025-02-11,2025-02-11 10:37:00,2025-02-11 10:49:00,Offline Work,Break,,,0,1,Queue Manager,12.0
ACT00104776,A057,2025-02-11,2025-02-11 10:49:00,2025-02-11 11:00:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,11.0
ACT00104777,A057,2025-02-11,2025-02-11 11:00:00,2025-02-11 11:18:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,18.0
ACT00104778,A057,2025-02-11,2025-02-11 11:18:00,2025-02-11 11:50:00,Offline Work,Admin,,,1,1,SharePoint Tracker,32.0
ACT00104779,A057,2025-02-11,2025-02-11 11:50:00,2025-02-11 12:10:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,20.0
ACT00104780,A057,2025-02-11,2025-02-11 12:10:00,2025-02-11 12:53:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,43.0
ACT00104781,A057,2025-02-11,2025-02-11 12:53:00,2025-02-11 13:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,7.0
ACT00104782,A057,2025-02-11,2025-02-11 13:00:00,2025-02-11 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00104783,A057,2025-02-11,2025-02-11 13:30:00,2025-02-11 13:38:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,8.0
ACT00104784,A057,2025-02-11,2025-02-11 13:41:00,2025-02-11 13:57:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00104785,A057,2025-02-11,2025-02-11 13:57:00,2025-02-11 14:10:00,Offline Work,Break,,,0,1,Queue Manager,13.0
ACT00104786,A057,2025-02-11,2025-02-11 14:10:00,2025-02-11 14:35:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,25.0
ACT00104787,A057,2025-02-11,2025-02-11 14:35:00,2025-02-11 14:40:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,5.0
ACT00104788,A057,2025-02-11,2025-02-11 14:40:00,2025-02-11 14:54:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00104789,A057,2025-02-11,2025-02-11 14:54:00,2025-02-11 15:39:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,45.0
ACT00104790,A057,2025-02-11,2025-02-11 15:41:00,2025-02-11 16:03:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,22.0
ACT00104791,A057,2025-02-11,2025-02-11 16:06:00,2025-02-11 16:10:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,4.0
ACT00104792,A057,2025-02-11,2025-02-11 16:10:00,2025-02-11 16:25:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,15.0
ACT00104793,A057,2025-02-11,2025-02-11 16:25:00,2025-02-11 17:14:00,Offline Work,Email Support,,,1,1,Queue Manager,49.0
ACT00104794,A057,2025-02-11,2025-02-11 17:14:00,2025-02-11 17:30:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00104795,A057,2025-02-11,2025-02-11 17:30:00,2025-02-11 17:40:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00104796,A057,2025-02-11,2025-02-11 17:40:00,2025-02-11 17:53:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,13.0
ACT00104797,A057,2025-02-11,2025-02-11 17:56:00,2025-02-11 18:00:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,4.0
ACT00104798,A057,2025-02-12,2025-02-12 09:00:00,2025-02-12 09:11:00,Offline Work,Admin,,,1,1,SharePoint Tracker,11.0
ACT00104799,A057,2025-02-12,2025-02-12 09:11:00,2025-02-12 09:57:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,46.0
ACT00104800,A057,2025-02-12,2025-02-12 09:57:00,2025-02-12 10:09:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00104801,A057,2025-02-12,2025-02-12 10:09:00,2025-02-12 10:22:00,Offline Work,Break,,,0,1,Queue Manager,13.0
ACT00104802,A057,2025-02-12,2025-02-12 10:22:00,2025-02-12 11:17:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,55.0
ACT00104803,A057,2025-02-12,2025-02-12 11:17:00,2025-02-12 11:31:00,Offline Work,Admin,,,1,1,SharePoint Tracker,14.0
ACT00104804,A057,2025-02-12,2025-02-12 11:31:00,2025-02-12 11:48:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00104805,A057,2025-02-12,2025-02-12 11:48:00,2025-02-12 11:55:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00104806,A057,2025-02-12,2025-02-12 11:55:00,2025-02-12 12:33:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,38.0
ACT00104807,A057,2025-02-12,2025-02-12 12:33:00,2025-02-12 12:56:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,23.0
ACT00104808,A057,2025-02-12,2025-02-12 12:56:00,2025-02-12 13:00:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,4.0
ACT00104809,A057,2025-02-12,2025-02-12 13:00:00,2025-02-12 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00104810,A057,2025-02-12,2025-02-12 13:30:00,2025-02-12 13:39:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00104811,A057,2025-02-12,2025-02-12 13:39:00,2025-02-12 13:49:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,10.0
ACT00104812,A057,2025-02-12,2025-02-12 13:49:00,2025-02-12 14:03:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00104813,A057,2025-02-12,2025-02-12 14:03:00,2025-02-12 14:13:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,10.0
ACT00104814,A057,2025-02-12,2025-02-12 14:14:00,2025-02-12 14:28:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00104815,A057,2025-02-12,2025-02-12 14:28:00,2025-02-12 15:25:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,57.0
ACT00104816,A057,2025-02-12,2025-02-12 15:25:00,2025-02-12 15:44:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,19.0
ACT00104817,A057,2025-02-12,2025-02-12 15:45:00,2025-02-12 16:30:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,45.0
ACT00104818,A057,2025-02-12,2025-02-12 16:30:00,2025-02-12 16:47:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,17.0
ACT00104819,A057,2025-02-12,2025-02-12 16:47:00,2025-02-12 17:06:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,19.0
ACT00104820,A057,2025-02-12,2025-02-12 17:09:00,2025-02-12 17:46:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,37.0
ACT00104821,A057,2025-02-12,2025-02-12 17:46:00,2025-02-12 17:55:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00104822,A057,2025-02-12,2025-02-12 17:55:00,2025-02-12 18:00:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,5.0
ACT00104823,A057,2025-02-13,2025-02-13 09:00:00,2025-02-13 09:10:00,Offline Work,Admin,,,1,1,SharePoint Tracker,10.0
ACT00104824,A057,2025-02-13,2025-02-13 09:10:00,2025-02-13 09:23:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,13.0
ACT00104825,A057,2025-02-13,2025-02-13 09:23:00,2025-02-13 09:38:00,Offline Work,Break,,,0,1,Queue Manager,15.0
ACT00104826,A057,2025-02-13,2025-02-13 09:38:00,2025-02-13 09:52:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00104827,A057,2025-02-13,2025-02-13 09:52:00,2025-02-13 10:07:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,15.0
ACT00104828,A057,2025-02-13,2025-02-13 10:07:00,2025-02-13 10:40:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,33.0
ACT00104829,A057,2025-02-13,2025-02-13 10:40:00,2025-02-13 10:51:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00104830,A057,2025-02-13,2025-02-13 10:51:00,2025-02-13 11:35:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,44.0
ACT00104831,A057,2025-02-13,2025-02-13 11:35:00,2025-02-13 11:52:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,17.0
ACT00104832,A057,2025-02-13,2025-02-13 11:54:00,2025-02-13 12:03:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,9.0
ACT00104833,A057,2025-02-13,2025-02-13 12:03:00,2025-02-13 12:14:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00104834,A057,2025-02-13,2025-02-13 12:14:00,2025-02-13 12:32:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,18.0
ACT00104835,A057,2025-02-13,2025-02-13 12:32:00,2025-02-13 12:50:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,18.0
ACT00104836,A057,2025-02-13,2025-02-13 12:50:00,2025-02-13 13:00:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,10.0
ACT00104837,A057,2025-02-13,2025-02-13 13:00:00,2025-02-13 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00104838,A057,2025-02-13,2025-02-13 13:30:00,2025-02-13 13:44:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,14.0
ACT00104839,A057,2025-02-13,2025-02-13 13:44:00,2025-02-13 13:54:00,Offline Work,Break,,,0,1,Queue Manager,10.0
ACT00104840,A057,2025-02-13,2025-02-13 13:54:00,2025-02-13 13:57:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,3.0
ACT00104841,A057,2025-02-13,2025-02-13 13:57:00,2025-02-13 14:04:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,7.0
ACT00104842,A057,2025-02-13,2025-02-13 14:04:00,2025-02-13 14:14:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00104843,A057,2025-02-13,2025-02-13 14:17:00,2025-02-13 14:33:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,16.0
ACT00104844,A057,2025-02-13,2025-02-13 14:36:00,2025-02-13 15:07:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,31.0
ACT00104845,A057,2025-02-13,2025-02-13 15:07:00,2025-02-13 15:20:00,Offline Work,Break,,,0,1,Queue Manager,13.0
ACT00104846,A057,2025-02-13,2025-02-13 15:21:00,2025-02-13 15:42:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,21.0
ACT00104847,A057,2025-02-13,2025-02-13 15:42:00,2025-02-13 15:58:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,16.0
ACT00104848,A057,2025-02-13,2025-02-13 15:58:00,2025-02-13 16:16:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,18.0
ACT00104849,A057,2025-02-13,2025-02-13 16:16:00,2025-02-13 16:41:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,25.0
ACT00104850,A057,2025-02-13,2025-02-13 16:41:00,2025-02-13 17:19:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,38.0
ACT00104851,A057,2025-02-13,2025-02-13 17:22:00,2025-02-13 18:00:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,38.0
ACT00104852,A057,2025-02-14,2025-02-14 09:00:00,2025-02-14 09:14:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,14.0
ACT00104853,A057,2025-02-14,2025-02-14 09:14:00,2025-02-14 09:34:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,20.0
ACT00104854,A057,2025-02-14,2025-02-14 09:34:00,2025-02-14 10:14:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,40.0
ACT00104855,A057,2025-02-14,2025-02-14 10:14:00,2025-02-14 10:31:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,17.0
ACT00104856,A057,2025-02-14,2025-02-14 10:31:00,2025-02-14 10:59:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,28.0
ACT00104857,A057,2025-02-14,2025-02-14 10:59:00,2025-02-14 11:12:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,13.0
ACT00104858,A057,2025-02-14,2025-02-14 11:12:00,2025-02-14 11:32:00,Offline Work,Team Meeting,,,1,1,SharePoint Tracker,20.0
ACT00104859,A057,2025-02-14,2025-02-14 11:33:00,2025-02-14 12:11:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,38.0
ACT00104860,A057,2025-02-14,2025-02-14 12:11:00,2025-02-14 12:20:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,9.0
ACT00104861,A057,2025-02-14,2025-02-14 12:20:00,2025-02-14 12:34:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,14.0
ACT00104862,A057,2025-02-14,2025-02-14 12:34:00,2025-02-14 13:00:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,26.0
ACT00104863,A057,2025-02-14,2025-02-14 13:00:00,2025-02-14 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00104864,A057,2025-02-14,2025-02-14 13:30:00,2025-02-14 13:39:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,9.0
ACT00104865,A057,2025-02-14,2025-02-14 13:39:00,2025-02-14 14:05:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,26.0
ACT00104866,A057,2025-02-14,2025-02-14 14:05:00,2025-02-14 14:41:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,36.0
ACT00104867,A057,2025-02-14,2025-02-14 14:41:00,2025-02-14 15:15:00,Offline Work,Email Support,,,1,1,Queue Manager,34.0
ACT00104868,A057,2025-02-14,2025-02-14 15:15:00,2025-02-14 15:57:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,42.0
ACT00104869,A057,2025-02-14,2025-02-14 15:57:00,2025-02-14 16:40:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,43.0
ACT00104870,A057,2025-02-14,2025-02-14 16:40:00,2025-02-14 16:51:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,11.0
ACT00104871,A057,2025-02-14,2025-02-14 16:51:00,2025-02-14 17:01:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00104872,A057,2025-02-14,2025-02-14 17:01:00,2025-02-14 17:11:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,10.0
ACT00104873,A057,2025-02-14,2025-02-14 17:11:00,2025-02-14 17:30:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,19.0
ACT00104874,A057,2025-02-14,2025-02-14 17:32:00,2025-02-14 18:00:00,Offline Work,System Issue,,,0,1,IT Incident Log,28.0
ACT00104875,A057,2025-02-18,2025-02-18 09:00:00,2025-02-18 09:12:00,Offline Work,Admin,,,1,1,SharePoint Tracker,12.0
ACT00104876,A057,2025-02-18,2025-02-18 09:12:00,2025-02-18 10:05:00,Offline Work,System Issue,,,0,1,IT Incident Log,53.0
ACT00104877,A057,2025-02-18,2025-02-18 10:05:00,2025-02-18 10:11:00,Offline Work,Unplanned Offline,,,0,0,Queue Manager,6.0
ACT00104878,A057,2025-02-18,2025-02-18 10:14:00,2025-02-18 10:36:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,22.0
ACT00104879,A057,2025-02-18,2025-02-18 10:36:00,2025-02-18 10:51:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,15.0
ACT00104880,A057,2025-02-18,2025-02-18 10:51:00,2025-02-18 10:59:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,8.0
ACT00104881,A057,2025-02-18,2025-02-18 10:59:00,2025-02-18 11:14:00,Offline Work,Break,,,0,1,Queue Manager,15.0
ACT00104882,A057,2025-02-18,2025-02-18 11:14:00,2025-02-18 11:25:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,11.0
ACT00104883,A057,2025-02-18,2025-02-18 11:25:00,2025-02-18 11:34:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,9.0
ACT00104884,A057,2025-02-18,2025-02-18 11:34:00,2025-02-18 12:16:00,Case Work,Case Processing,,Appeal,1,1,Salesforce,42.0
ACT00104885,A057,2025-02-18,2025-02-18 12:16:00,2025-02-18 12:46:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,30.0
ACT00104886,A057,2025-02-18,2025-02-18 12:47:00,2025-02-18 12:53:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,6.0
ACT00104887,A057,2025-02-18,2025-02-18 12:53:00,2025-02-18 13:00:00,Offline Work,Break,,,0,1,Queue Manager,7.0
ACT00104888,A057,2025-02-18,2025-02-18 13:00:00,2025-02-18 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
ACT00104889,A057,2025-02-18,2025-02-18 13:30:00,2025-02-18 14:33:00,Offline Work,System Issue,,,0,1,IT Incident Log,63.0
ACT00104890,A057,2025-02-18,2025-02-18 14:33:00,2025-02-18 15:06:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,33.0
ACT00104891,A057,2025-02-18,2025-02-18 15:06:00,2025-02-18 15:16:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,10.0
ACT00104892,A057,2025-02-18,2025-02-18 15:16:00,2025-02-18 17:09:00,Offline Work,Training,,,1,1,SharePoint Tracker,113.0
ACT00104893,A057,2025-02-18,2025-02-18 17:12:00,2025-02-18 17:45:00,Case Work,Case Processing,,Documentation,1,1,Salesforce,33.0
ACT00104894,A057,2025-02-18,2025-02-18 17:45:00,2025-02-18 17:59:00,Offline Work,Break,,,0,1,Queue Manager,14.0
ACT00104895,A057,2025-02-18,2025-02-18 17:59:00,2025-02-18 18:00:00,Offline Work,Admin,,,1,1,SharePoint Tracker,1.0
ACT00104896,A057,2025-02-20,2025-02-20 09:00:00,2025-02-20 09:16:00,Offline Work,Admin,,,1,1,SharePoint Tracker,16.0
ACT00104897,A057,2025-02-20,2025-02-20 09:16:00,2025-02-20 09:45:00,Case Work,Case Processing,,Eligibility,1,1,Salesforce,29.0
ACT00104898,A057,2025-02-20,2025-02-20 09:45:00,2025-02-20 09:57:00,Phone Call,Inbound Call,Claims Support,,1,1,Queue Manager,12.0
ACT00104899,A057,2025-02-20,2025-02-20 09:57:00,2025-02-20 10:09:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00104900,A057,2025-02-20,2025-02-20 10:09:00,2025-02-20 10:21:00,Phone Call,Inbound Call,Billing Support,,1,1,Queue Manager,12.0
ACT00104901,A057,2025-02-20,2025-02-20 10:22:00,2025-02-20 10:53:00,Offline Work,Waiting for Work,,,0,1,Queue Manager,31.0
ACT00104902,A057,2025-02-20,2025-02-20 10:53:00,2025-02-20 11:27:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,34.0
ACT00104903,A057,2025-02-20,2025-02-20 11:27:00,2025-02-20 11:34:00,Phone Call,Inbound Call,Technical Support,,1,1,Queue Manager,7.0
ACT00104904,A057,2025-02-20,2025-02-20 11:35:00,2025-02-20 11:46:00,Phone Call,Inbound Call,Member Services,,1,1,Queue Manager,11.0
ACT00104905,A057,2025-02-20,2025-02-20 11:46:00,2025-02-20 12:07:00,Offline Work,Coaching,,,1,1,SharePoint Tracker,21.0
ACT00104906,A057,2025-02-20,2025-02-20 12:10:00,2025-02-20 12:47:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,37.0
ACT00104907,A057,2025-02-20,2025-02-20 12:47:00,2025-02-20 12:59:00,Case Work,Case Processing,,Follow Up,1,1,Salesforce,12.0
ACT00104908,A057,2025-02-20,2025-02-20 12:59:00,2025-02-20 13:00:00,Case Work,Case Processing,,Prior Authorization,1,1,Salesforce,1.0
ACT00104909,A057,2025-02-20,2025-02-20 13:00:00,2025-02-20 13:30:00,Offline Work,Lunch,,,0,1,Queue Manager,30.0
